category,descrip,name,topics,type,views,views_norm
Infrastructure,"REQUESTID = The service request number. This should be shown as an integer without decimals. 5-digit REQUESTIDs were imported from the Recycling Hotline?s prior tracking system when they switched to the same system as the rest of Public Works in August 2012. All others are 6 digits. 
DATETIMEINIT = The Date that the request was initiated. 
SOURCE = Indicates if the request was received via SeeClickFix, via the Report A Problem website at www.oaklandpw.com, or via (Phone or Email). 
DESCRIPTION = Type of issue. Most of these are self-explanatory. Notes: ?test template? and ?This is a test subject. Ignore this ticket.? were for testing/training purposes only. Descriptions starting with ?Business? ?City Services? ?CityBldg? (no space) ?Events? ?Misc? are/were used by the Recycling Hotline ?TE? means ?Traffic Engineering? 
REQCATEGORY = Request Category 
REQADDRESS = Request Address An address of ZZ indicates that the address was not recorded, usually this is for general inquiries to the Recycling Hotline. 
STATUS = The status as of October 6, 2015. Pending: Request received for review OPEN: Request assigned to work unit WOCREATE: Work Order created for work to be done (not all work units use this status, so Open service requests may also have work orders created for work to be done) CLOSED: Request is resolved REFERRED: Public Works received the request and forwarded it to another entity (see REFERREDTO) UNFUNDED: Request is for an service that Public Works is not funded to provide CANCEL: Request was canceled, generally because it was created erroneously, it was used for testing/training, or it is a request that was received that duplicated an existing unresolved request 
DATETIMECLOSED = The Date that the request was closed 
SRX, SRY= Coordinates of the issue. Note that this is in NAD_1983_StatePlane_California_III_FIPS_0403_Feet, not latitude/longitude. 
REFERREDTO = If the status is Referred, this shows who it was referred to. 
COUNCILDISTRICT = City Council District of the REQADDRESS.",potholereports,"['maintenance', 'illegal dumping', 'pot holes', 'service requests', 'public works']",Filtered View,4665.0,0.26856649395509496
,FY 2011-12 Actual Expenditure,Wildfire Prevention Assessment District Expenditures Pie Chart,[],Chart,4448.0,0.25607369027058147
Public Safety,All license plate reader (ALPR),All license plate reader data (ALPR) 3/19/2014-3/31/2014,"['police department', 'license plate']",Dataset,4403.0,0.2534830166954519
Public Services,FY 2012-13 Budget by Programs,Wildfire Prevention Assessment District Engineering Budget Pie Chart,"['budget', 'wpad']",Chart,4181.0,0.24070236039147958
Environmental,Opportunities abound for volunteers to help clean and beautify public spaces throughout the city.,Public Works Volunteer Calendar,[],Calendar,4033.0,0.232181922855498
Infrastructure,"REQUESTID = The service request number. This should be shown as an integer without decimals. 5-digit REQUESTIDs were imported from the Recycling Hotline?s prior tracking system when they switched to the same system as the rest of Public Works in August 2012. All others are 6 digits. 
DATETIMEINIT = The Date that the request was initiated. 
SOURCE = Indicates if the request was received via SeeClickFix, via the Report A Problem website at www.oaklandpw.com, or via (Phone or Email). 
DESCRIPTION = Type of issue. Most of these are self-explanatory. Notes: ?test template? and ?This is a test subject. Ignore this ticket.? were for testing/training purposes only. Descriptions starting with ?Business? ?City Services? ?CityBldg? (no space) ?Events? ?Misc? are/were used by the Recycling Hotline ?TE? means ?Traffic Engineering? 
REQCATEGORY = Request Category 
REQADDRESS = Request Address An address of ZZ indicates that the address was not recorded, usually this is for general inquiries to the Recycling Hotline. 
STATUS = The status as of January 5, 2015. Pending: Request received for review OPEN: Request assigned to work unit WOCREATE: Work Order created for work to be done (not all work units use this status, so Open service requests may also have work orders created for work to be done) CLOSED: Request is resolved REFERRED: Public Works received the request and forwarded it to another entity (see REFERREDTO) UNFUNDED: Request is for an service that Public Works is not funded to provide CANCEL: Request was canceled, generally because it was created erroneously, it was used for testing/training, or it is a request that was received that duplicated an existing unresolved request 
DATETIMECLOSED = The Date that the request was closed 
SRX, SRY= Coordinates of the issue. Note that this is in NAD_1983_StatePlane_California_III_FIPS_0403_Feet, not latitude/longitude. 
REFERREDTO = If the status is Referred, this shows who it was referred to. 
COUNCILDISTRICT = City Council District of the REQADDRESS.",Illegal Dumping - Closed,"['maintenance', 'illegal dumping', 'pot holes', 'service requests', 'public works']",Filtered View,4016.0,0.23120322394933793
Public Safety,"The Oakland Police Department provides crime data to the public through the City of Oakland?s Crime Watch web site. This site presents the data in a geographic format, which allows users of the information to produce maps and/or reports. 
The file that you are about to electronically download, copy, or otherwise retrieve by other means is a tabular representation of the same data without maps or reporting capabilities. Be advised that the exact address of each crime has been substituted with the block address to protect the privacy of the victim.",crime_heatmap,[],Map,3907.0,0.2249280368451353
Environmental,Opportunities abound for volunteers to help clean and beautify public spaces throughout the city.,Public Works Volunteer Opportunities,[],Dataset,3764.0,0.21669545192861256
Public Safety,"The Oakland Police Department provides crime data to the public through the City of Oakland?s Crime Watch web site. This site presents the data in a geographic format, which allows users of the information to produce maps and/or reports. 
The file that you are about to electronically download, copy, or otherwise retrieve by other means is a tabular representation of the same data without maps or reporting capabilities. Be advised that the exact address of each crime has been substituted with the block address to protect the privacy of the victim.",90-Day Crime Map,[],Map,3079.0,0.17725964306275188
Public Services,Public Works Drainage Inlets,Drainage Inlets,"['drainage inlets', 'inlet', 'drain']",Dataset,3043.0,0.17518710420264824
Public Safety,"The Oakland Police Department provides crime data to the public through the City of Oakland?s Crime Watch web site. This site presents the data in a geographic format, which allows users of the information to produce maps and/or reports. 
The file that you are about to electronically download, copy, or otherwise retrieve by other means is a tabular representation of the same data without maps or reporting capabilities. Be advised that the exact address of each crime has been substituted with the block address to protect the privacy of the victim.",90-Day Crime MAP,[],Map,3021.0,0.17392055267702936
Financial,,City of Oakland Adopted Policy Budget FY13-15,"['budget', 'financial']",Dataset,2994.0,0.17236614853195165
Public Safety,,Crimewatch Data 2013,['crime'],Dataset,2913.0,0.1677029360967185
,"This dataset includes all itemized monetary contributions ($100 or more) e-filed on Fair Political Practices Commission (FPPC) Form 460 Schedule ""A"" Monetary Contributions from 2011 to the present. The data is current as of the last modified date on this dataset. See the data key for column definitions: https://data.sfgov.org/Ethics/Campaign-Finance-Data-Key/wygs-cc76",Campaign Finance - FPPC Form 460 - Schedule A - Monetary Contributions,"['schedule a', '460', 'form', 'fppc', 'contributions']",Dataset,2818.0,0.16223373632700058
,This dataset includes all summary totals e-filed on Fair Political Practices Commission (FPPC) Form 460 Summary Page from 2011 to the present. The data is current as of the last modified date on this dataset. See the data key for column definitions: https://data.sfgov.org/Ethics/Campaign-Finance-Data-Key/wygs-cc76,Campaign Finance - FPPC Form 460 - Summary Totals,"['460', 'form', 'fppc', 'contributions', 'monetary']",Dataset,2807.0,0.16160046056419114
Financial,,Proposed Budget for Fiscal Years 2015-2017,['budget'],Dataset,2775.0,0.15975820379965458
Public Safety,,Crimewatch Data 2012,[],Dataset,2484.0,0.14300518134715026
Financial,"According to the records of the City Clerk (the City's local filing officer), the Oakland Public Ethics Commission has identified the campaign finance disclosure filers in this table as non-responsive (NR) filers.  NR filers are those that have not responded to two or more written notices and one or more verbal notices regarding past-due campaign finance reporting.  Please note that Public Ethics Commission records are subject to change and the table below may not include all NR filers or reflect recent activity.  The NR filers are encouraged to contact the Commission because continued failure to file may result in an enforcement action.  Posted NR filers are removed from the list after filing their past-due campaign statement(s) or five years have elapsed since the applicable filing deadline.",Campaign Finance - Filers with Delinquent Campaign Filings,"['non-filers', 'campaign finance', 'pec', 'public ethics commission', 'fppc']",Dataset,2461.0,0.1416810592976396
Infrastructure,"REQUESTID = The service request number. This should be shown as an integer without decimals. 5-digit REQUESTIDs were imported from the Recycling Hotline?s prior tracking system when they switched to the same system as the rest of Public Works in August 2012. All others are 6 digits. 
DATETIMEINIT = The Date that the request was initiated. 
SOURCE = Indicates if the request was received via SeeClickFix, via the Report A Problem website at www.oaklandpw.com, or via (Phone or Email). 
DESCRIPTION = Type of issue. Most of these are self-explanatory. Notes: ?test template? and ?This is a test subject. Ignore this ticket.? were for testing/training purposes only. Descriptions starting with ?Business? ?City Services? ?CityBldg? (no space) ?Events? ?Misc? are/were used by the Recycling Hotline ?TE? means ?Traffic Engineering? 
REQCATEGORY = Request Category 
REQADDRESS = Request Address An address of ZZ indicates that the address was not recorded, usually this is for general inquiries to the Recycling Hotline. 
STATUS = The status as of October 6, 2015. Pending: Request received for review OPEN: Request assigned to work unit WOCREATE: Work Order created for work to be done (not all work units use this status, so Open service requests may also have work orders created for work to be done) CLOSED: Request is resolved REFERRED: Public Works received the request and forwarded it to another entity (see REFERREDTO) UNFUNDED: Request is for an service that Public Works is not funded to provide CANCEL: Request was canceled, generally because it was created erroneously, it was used for testing/training, or it is a request that was received that duplicated an existing unresolved request 
DATETIMECLOSED = The Date that the request was closed 
SRX, SRY= Coordinates of the issue. Note that this is in NAD_1983_StatePlane_California_III_FIPS_0403_Feet, not latitude/longitude. 
REFERREDTO = If the status is Referred, this shows who it was referred to. 
COUNCILDISTRICT = City Council District of the REQADDRESS.",potholes,"['maintenance', 'illegal dumping', 'pot holes', 'service requests', 'public works']",Map,2273.0,0.13085780080598733
Financial,,Police Department Spending,['budget'],Filtered View,1994.0,0.11479562464018422
Financial,,All police-related budget data,['budget'],Filtered View,1887.0,0.10863557858376512
Public Safety,,t1,['crime'],Filtered View,1807.0,0.10402993667242372
,"This dataset includes all itemized payments made ($100 or more) e-filed on Fair Political Practices Commission (FPPC) Form 460 Schedule ""E"" Payments Made from 2011 to the present.
The data is current as of the last modified date on this dataset.
See the data key for column definitions:  https://data.sfgov.org/Ethics/Campaign-Finance-Data-Key/wygs-cc76",Campaign Finance - FPPC Form 460 - Schedule E - Payments Made,"['460', 'form', 'fppc', 'expenditures', 'payments']",Dataset,1669.0,0.09608520437535982
,"This dataset includes all itemized accrued expenses ($100 or more) e-filed on Fair Political Practices Commission (FPPC) Form 460 Schedule ""F"" Accrued Expenses (Unpaid Bills) from 2011 to the present.
The data is current as of the last modified date on this dataset.
See the data key for column definitions:  https://data.sfgov.org/Ethics/Campaign-Finance-Data-Key/wygs-cc76",Campaign Finance - FPPC Form 460 - Schedule F - Accrued Expenses (Unpaid Bills),"['460', 'form', 'fppc', 'bills', 'unpaid']",Dataset,1645.0,0.0947035118019574
Financial,,single page view EXPENSES,['budget'],Filtered View,1623.0,0.09343696027633852
Financial,,Five-Year Financial Forecast 2016-2020,"['financial', 'forecast', 'five-year', 'survey', 'finance']",Dataset,1602.0,0.0922279792746114
Public Safety,"The Oakland Police Department provides crime data to the public through the City of Oakland?s Crime Watch web site. This site presents the data in a geographic format, which allows users of the information to produce maps and/or reports. 
The file that you are about to electronically download, copy, or otherwise retrieve by other means is a tabular representation of the same data without maps or reporting capabilities. Be advised that the exact address of each crime has been substituted with the block address to protect the privacy of the victim.",Vandalism Map Past 90-Days,[],Filtered View,1533.0,0.08825561312607945
Financial,,Budget Data For Public Adopted FY2014-15 Midcycle Budget,"['midcycle budget', 'finance', 'budget']",Dataset,1524.0,0.08773747841105355
,,Mayor Jean Quan Calendar January 2011 to October 2013,"['mayor jean quan', 'calendar']",Dataset,1483.0,0.08537708693149107
Public Safety,"All License Plate Reader Data (ALPR) September 23, 2012 - October 20, 2012","All License Plate Reader Data (ALPR) September 23, 2012 - October 20, 2012","['police department', 'license plate']",Dataset,1376.0,0.07921704087507196
Public Safety,"The Oakland Police Department provides crime data to the public through the City of Oakland?s Crime Watch web site. This site presents the data in a geographic format, which allows users of the information to produce maps and/or reports. 
The file that you are about to electronically download, copy, or otherwise retrieve by other means is a tabular representation of the same data without maps or reporting capabilities. Be advised that the exact address of each crime has been substituted with the block address to protect the privacy of the victim.",Crimes in Police Beat Past 90-Days,[],Chart,1369.0,0.07881404720782959
Public Safety,"The Oakland Police Department provides crime data to the public through the City of Oakland?s Crime Watch web site. This site presents the data in a geographic format, which allows users of the information to produce maps and/or reports. 
The file that you are about to electronically download, copy, or otherwise retrieve by other means is a tabular representation of the same data without maps or reporting capabilities. Be advised that the exact address of each crime has been substituted with the block address to protect the privacy of the victim.",Felony Assaults and Homicides Heatmap,[],Map,1369.0,0.07881404720782959
Public Services,crime statistics,PRR #10437,['crime statistics'],Dataset,1357.0,0.07812320092112839
Public Safety,,Coolidge,[],Filtered View,1339.0,0.07708693149107657
Public Safety,All license plate reader data (ALPR),All license plate reader data (ALPR) 8/26/2012-9/19/2012,"['police department', 'license plate']",Dataset,1324.0,0.07622337363270006
Public Safety,All license plate reader data ALPR,All license plate reader data (ALPR)  4/1/14 thru 5/31/14,"['police department', 'license plate']",Dataset,1313.0,0.07559009786989061
Financial,PRR 9545,PRR 9545 - Street Sweeping 2013 - 2015 05.08.2015,['prr 9545'],Dataset,1312.0,0.07553252734599884
Public Safety,All license plate reader data (ALPR),All license plate reader data (ALPR) 8/6/2012-8/12/2012,"['police department', 'license plate']",Dataset,1303.0,0.07501439263097294
Infrastructure,"REQUESTID = The service request number. This should be shown as an integer without decimals. 5-digit REQUESTIDs were imported from the Recycling Hotline?s prior tracking system when they switched to the same system as the rest of Public Works in August 2012. All others are 6 digits. 
DATETIMEINIT = The Date that the request was initiated. 
SOURCE = Indicates if the request was received via SeeClickFix, via the Report A Problem website at www.oaklandpw.com, or via (Phone or Email). 
DESCRIPTION = Type of issue. Most of these are self-explanatory. Notes: ?test template? and ?This is a test subject. Ignore this ticket.? were for testing/training purposes only. Descriptions starting with ?Business? ?City Services? ?CityBldg? (no space) ?Events? ?Misc? are/were used by the Recycling Hotline ?TE? means ?Traffic Engineering? 
REQCATEGORY = Request Category 
REQADDRESS = Request Address An address of ZZ indicates that the address was not recorded, usually this is for general inquiries to the Recycling Hotline. 
STATUS = The status as of April 11, 2016. Pending: Request received for review OPEN: Request assigned to work unit WOCREATE: Work Order created for work to be done (not all work units use this status, so Open service requests may also have work orders created for work to be done) CLOSED: Request is resolved REFERRED: Public Works received the request and forwarded it to another entity (see REFERREDTO) UNFUNDED: Request is for an service that Public Works is not funded to provide CANCEL: Request was canceled, generally because it was created erroneously, it was used for testing/training, or it is a request that was received that duplicated an existing unresolved request 
DATETIMECLOSED = The Date that the request was closed 
SRX, SRY= Coordinates of the issue. Note that this is in NAD_1983_StatePlane_California_III_FIPS_0403_Feet, not latitude/longitude. 
REFERREDTO = If the status is Referred, this shows who it was referred to. 
COUNCILDISTRICT = City Council District of the REQADDRESS.
BEAT = Police Beat of the REQADDRESS (see http://mapgis.oaklandnet.com/PoliceDistricts/ for a map of police beats)",illegal dumping,"['maintenance', 'illegal dumping', 'pot holes', 'service requests', 'public works']",Filtered View,1273.0,0.07328727691421992
Infrastructure,"REQUESTID = The service request number. This should be shown as an integer without decimals. 5-digit 
REQUESTIDs were imported from the Recycling Hotline?s prior tracking system when they switched to the same system as the rest of Public Works in August 2012. All others are 6 digits.
DATETIMEINIT = The Date/Time that the request was initiated.
DESCRIPTION = Type of issue. Most of these are self-explanatory. Notes:
?test template? and ?This is a test subject. Ignore this ticket.? were for testing/training purposes only.
Descriptions starting with ?Business? ?City Services? ?CityBldg? (no space) ?Events? ?Misc? are/were used by the Recycling Hotline
?TE? means ?Traffic Engineering?
REQCATEGORY = Request Category
REQADDRESS = Request Address
An address of ZZ indicates that the address was not recorded, usually this is for general inquiries to the Recycling Hotline.
STATUS = The status as of 1/30/13. 
Pending: Request received for review
OPEN: Request assigned to work unit 
WOCREATE: Work Order created for work to be done (not all work units use this status, so Open service requests may also have work orders created for work to be done)
CLOSED: Request is resolved
REFERRED: Public Works received the request and forwarded it to another entity (see REFERREDTO)
UNFUNDED: Request is for an service that Public Works is not funded to provide
CANCEL: Request was canceled, generally because it was created erroneously, it was used for testing/training, or it is a request that was received that duplicated an existing unresolved request
DATETIMECLOSED = The Date/Time that the request was closed
SRX, SRY= Coordinates of the issue. Note that this is in NAD_1983_StatePlane_California_III_FIPS_0403_Feet, not latitude/longitude.
REFERREDTO = If the status is Referred, this shows who it was referred to.",Illegal Dumpings in December 2012,"['illegal dumping', 'pot holes', 'service requests', 'public works']",Filtered View,1242.0,0.07150259067357513
Public Services,Shotspotter Data 11288,Shotspotter Data 1-1-13 To 12-31-14,"['shot spotter', 'shotspotter']",Dataset,1227.0,0.07063903281519862
Public Safety,"The Oakland Police Department provides crime data to the public through the City of Oakland?s Crime Watch web site. This site presents the data in a geographic format, which allows users of the information to produce maps and/or reports. 
The file that you are about to electronically download, copy, or otherwise retrieve by other means is a tabular representation of the same data without maps or reporting capabilities. Be advised that the exact address of each crime has been substituted with the block address to protect the privacy of the victim.",Rockridge,[],Filtered View,1199.0,0.06902705814622913
Public Safety,All license plate reader data (ALPR),All license plate reader data (ALPR)  12-23-2010 thru 01-19-2011,"['police department', 'license plate']",Dataset,1195.0,0.06879677605066206
Financial,This dataset compares the 2014-2015 FY Midcycle budget and the proposed 2015-2017 budget.,FY14-15 Midcycle to FY15-17 Proposed Budget Comparison,"['budget', 'proposed']",Dataset,1172.0,0.0674726540011514
Public Safety,All license plate reader data (ALPR),All license plate reader data (ALPR) 3/1/2013-4/1/2013,"['police department', 'license plate']",Dataset,1172.0,0.0674726540011514
Public Safety,All license plate reader data (ALPR),All license plate reader data (ALPR) 12/19/2013-1/31/2014,"['police department', 'license plate']",Dataset,1171.0,0.06741508347725965
,,Oakland Website Analytics Search Term Overview 2012,['website'],Dataset,1166.0,0.06712723085780081
,"Illustrates the City's Zoning Districts. Includes minor changes made effective on November 3, 2011, which includes a new Chinatown overlay zone (CH). Ordinance 13090.",Zoning,"['zoning', 'land use', 'planning']",Map,1163.0,0.0669545192861255
Public Safety,"The Oakland Police Department provides crime data to the public through the City of Oakland?s Crime Watch web site. This site presents the data in a geographic format, which allows users of the information to produce maps and/or reports. 
The file that you are about to electronically download, copy, or otherwise retrieve by other means is a tabular representation of the same data without maps or reporting capabilities. Be advised that the exact address of each crime has been substituted with the block address to protect the privacy of the victim.",heat map,[],Map,1154.0,0.0664363845710996
Infrastructure,,Traffic Signals,[],Dataset,1153.0,0.06637881404720783
Public Safety,"The Oakland Police Department provides crime data to the public through the City of Oakland?s Crime Watch web site. This site presents the data in a geographic format, which allows users of the information to produce maps and/or reports. 
The file that you are about to electronically download, copy, or otherwise retrieve by other means is a tabular representation of the same data without maps or reporting capabilities. Be advised that the exact address of each crime has been substituted with the block address to protect the privacy of the victim.",crime-22y,[],Filtered View,1151.0,0.06626367299942429
Public Safety,All license plate reader data (ALPR),All license plate reader data (ALPR) 10/20/2012-11/20/2012,"['police department', 'license plate']",Dataset,1142.0,0.06574553828439839
,"This dataset includes all itemized independent expenditures ($100 or more) e-filed on Fair Political Practices Commission (FPPC) Form 465 Part 3 Independent Expenditures Made from 2011 to the present.
The data is current as of the last modified date on this dataset.
See the data key for column definitions:  https://data.sfgov.org/Ethics/Campaign-Finance-Data-Key/wygs-cc76",Campaign Finance - FPPC Form 465 - Supplemental Independent Expenditure Report - Part 3 - Independent Expenditures Made,"['465', 'form', 'fppc', 'expenditures', 'independent']",Dataset,1074.0,0.0618307426597582
Public Safety,All license plate reader data (ALPR),All license plate reader data (ALPR) 11/20/2012-12/31/2012,"['police department', 'license plate']",Dataset,1068.0,0.0614853195164076
Public Services,,Map of Boating Centers,[],Map,1056.0,0.06079447322970639
Public Services,PRR 11288 Calls for Service,1 Jan - 30 June 2014 Calls For Service,"['computer automated dispatch', 'cad', 'calls for service']",Dataset,1008.0,0.058031088082901555
Public Safety,All license plate reader data ALPR,All license plate reader data (ALPR) 04/01/2014 thru 05/31/2014,"['police department', 'license plate']",Dataset,1006.0,0.05791594703511802
Public Services,,Parks and Recreation Facilities,[],Dataset,1000.0,0.057570523891767415
