category,descrip,name,topics,type,views,views_norm
Housing and Buildings,"This data set includes the Office of the Assessor-Recorder?s secured property tax roll spanning from 2007 to 2016. It includes all legally disclosable information, including location of property, value of property, the unique property identifier, and specific property characteristics. The data is used to accurately and fairly appraise all taxable property in the City and County of San Francisco. The Office of the Assessor-Recorder makes no representation or warranty that the information provided is accurate and/or has no errors or omissions. Please see the attached documentation under About for more.",Historic Secured Property Tax Rolls,"['property value', 'property tax', 'property', 'valuation']",Dataset,4063.0,0.03591475218555808
Public Safety,Incidents are derived from SFPD Crime Incident Reporting system.  Previous 3 months.  Updated on a daily basis.,Mid-Market Assaults,['sfpd'],Map,4028.0,0.035605370859814904
Culture and Recreation,"This data set includes all of the publicly-sited works in the Civic Art Collection, which includes historic monuments, murals, and artworks commissioned through the City's Public Art Program. The data set includes the following categories: artist name, title of work, medium, dimensions and location.",SF Civic Art Collection,"['san francisco arts commission', 'public art', 'historic monuments', 'civic art collection']",Dataset,4022.0,0.03555233406111607
City Infrastructure,Cases created since 7/1/2008 with location information,90 Day Cases by Neighborhood,[],Map,3976.0,0.03514571860442504
City Management and Ethics,,Campaign Consultants - List of Registered Campaign Consultants and their Respective Clients,"['ethics', 'registered', 'client', 'consultant', 'campaign']",Filtered View,3931.0,0.034747942614183805
City Infrastructure,SF311 cases created since 7/1/2008 with location information,Case Data from San Francisco 311 (SF311),[],Data Lens,3928.0,0.034721424214834394
City Management and Ethics,Campaign committees report outstanding debts on FPPC Form 460.  Outstanding debts includes loans received and unpaid bills. This graph reports each committee's debt level as of the last semi-annual financial reporting deadline.  Committees with no outstanding debts are not included in the graph.,Campaign Finance - Active Committees with Outstanding Debts,"['460', 'form', 'fppc', 'summary', 'finance']",Chart,3908.0,0.03454463488583829
Transportation,"Publicly available off-street parking in San Francisco as of September 2011. Find attached a data dictionary, a version of the map as a PDF (symbolized to show garage type and capacity of garage), and a shapefile and CSV of the data. This dataset includes location, capacities, and related details of public parking garages and lots; four parking categories: paid, publicly available (PPA): drive up and pay, typically by the hour or by the day; customer parking only (CPO): typically for businesses or religious institutions; permit holder only (PHO, CGO): i.e. employees only, students only, monthly only; free publicly available (FPA): free off-street parking. The data does not contain off-street residential parking spaces or other unmarked ???private?? parking.",Off-Street parking lots and parking garages,"['garages', 'parking lots', 'parking garages', 'parking', 'sfpark']",Dataset,3892.0,0.03440320342264141
City Management and Ethics,Campaign committees report the ending cash balance as of the end of the financial reporting period on FPPC Form 460.  A committee's ending cash balance is determined by adding the committee's beginning cash balance from the previous financial period with any cash receipts and miscellaneous increases to cash and subtracting any cash payments.,Campaign Finance - Cash Balance of Active Campaign Committees,"['balance', 'cash', '460', 'form', 'fppc']",Chart,3813.0,0.03370488557310681
City Management and Ethics,This dataset includes all summary totals e-filed on Fair Political Practices Commission (FPPC) Form 460 Summary Page from 1998 to the present.The data is current as of the last modified date on this dataset.See the data key for column definitions:  https://data.sfgov.org/Ethics/Campaign-Finance-Data-Key/wygs-cc76,"Total Expenditures for Candidate Controlled Committees - Board of Education - November 4, 2014 Election","['460', 'form', 'fppc', 'summary', 'finance']",Chart,3560.0,0.031468500561306116
City Management and Ethics,This dataset includes all summary totals e-filed on Fair Political Practices Commission (FPPC) Form 460 Summary Page from 1998 to the present.The data is current as of the last modified date on this dataset.See the data key for column definitions:  https://data.sfgov.org/Ethics/Campaign-Finance-Data-Key/wygs-cc76,"Total Contributions for Candidate Controlled Committees - Board of Education - November 4, 2014 Election","['460', 'form', 'fppc', 'summary', 'finance']",Chart,3544.0,0.031327069098109235
City Management and Ethics,"San Francisco Campaign and Governmental Conduct Code (""S.F. C&GC Code"") sections 1.143(c), 1.152(a)(3), 1.161(b), 1.161.5, and 1.160.5 require persons who make any independent expenditure, electioneering communication, or member communication that clearly identifies a candidate for City elective office or who authorizes, administers or pays for a persuasion poll to file disclosure statements with the Ethics Commission. For detailed instructions, please see Third Party Disclosure Form Regarding Candidates.","Third Party Spending - Board of Education - November 4, 2014 Election","['2014', 'election', 'november', 'candidates', 'disclosure']",Chart,3521.0,0.03112376136976372
Economy and Community,"A child data set of --Mobile Food Facility Permit-- includes day of week, start / end time, location and a description of type of food sold by vendor. Mobile Food Facility Permit data is here:  https://data.sfgov.org/d/rqzj-sfat",Mobile Food Schedule,"['mff', 'facility', 'permits', 'schedule', 'trucks']",Dataset,3497.0,0.030911614174968398
Culture and Recreation,"The following data-set is from the Recreation and Park Departments Master Property database. It list all Parks, Playgrounds, and Stadiums. This master list also contains the Park Service Area Manager along with their individual contact information.",Park and Open Space Map,"['stadiums', 'playgrounds', 'parks', 'recreation']",Map,3483.0,0.03078786164467113
City Management and Ethics,"An expenditure lobbyist is an individual or entity that spends $2,500 or more in a calendar month to solicit, request, or urge others to communicate directly with a City officer in order to influence local legislative or administrative action.  City officers covered by this rule generally include elected City officials, members of City boards and commissions, and City department heads.
Examples of spending that counts toward the $2,500 registration threshold include public relations, media relations, advertising, public outreach, research, investigation, reports, analysis, and studies to the extent those activities are used to solicit, request or urge other persons to communicate directly with a City officer.
Examples of spending that does not count toward the $2,500 registration threshold include: payments made to a registered ?contact? lobbyist who directly contacts City officers; payments made to an organization for membership dues; payments made by an organization to distribute communications to its members; payments made by a news media organization to develop and distribute its publications; and payments made by a client to a representative to appear on the client?s behalf in a legal proceeding before a City agency or department; salary paid by employer to employee for activities to solicit, request, or urge others to communicate directly with an officer of the City in order to influence a matter of local legislative or administrative action.
Each expenditure lobbyist must register by filing a registration form with the Ethics Commission no later than five business days after qualifying as such, and prior to making any additional payments to influence local legislative or administrative action.
Each registered expenditure lobbyist must file monthly reports with the Ethics Commission by the fifteenth day of the month following the calendar month covered by the report. For example, a report covering activity in the month of February must be filed by March 15.  Deadlines falling on a weekend or holiday are extended to the next business day.  Please note the monthly disclosures are different than the registration requirements.",Expenditure Lobbyists Registration and Monthly Disclosure Reports,['expenditure lobbyist registration lobbying disclosure reports'],Dataset,3362.0,0.02971828620424471
City Management and Ethics,"The San Francisco Controller's Office maintains a database of the salary and benefits paid to City employees since fiscal year 2013. This data is summarized and presented on the Employee Compensation report hosted at http://openbook.sfgov.org, and is also available in this dataset in CSV format. New data is added on a bi-annual basis when available for each fiscal and calendar year.",Employee Compensation,"['benefits', 'salaries', 'salary', 'compensation', 'employee']",Dataset,3327.0,0.029408904878501535
City Management and Ethics,This dataset includes all summary totals e-filed on Fair Political Practices Commission (FPPC) Form 460 Summary Page from 1998 to the present.The data is current as of the last modified date on this dataset.See the data key for column definitions:  https://data.sfgov.org/Ethics/Campaign-Finance-Data-Key/wygs-cc76,"Cash Balance for Candidate Controlled Committees - Board of Education - November 4, 2014 Election","['460', 'form', 'fppc', 'summary', 'finance']",Chart,3299.0,0.02916139981790699
Health and Social Services,"The Health Department has developed an inspection report and scoring system. After conducting an inspection of the facility, the Health Inspector calculates a score based on the violations observed. Violations can fall into:high risk category: records specific violations that directly relate to the transmission of food borne illnesses, the adulteration of food products and the contamination of food-contact surfaces.moderate risk category: records specific violations that are of a moderate risk to the public health and safety.low risk category: records violations that are low risk or have no immediate risk to the public health and safety.The score card that will be issued by the inspector is maintained at the food establishment and is available to the public in this dataset.
San Francisco's LIVES restaurant inspection data leverages the LIVES Flattened Schema (https://goo.gl/c3nNvr), which is based on LIVES version 2.0, cited on Yelp's website (http://www.yelp.com/healthscores).",Restaurant Scores - LIVES Standard,"['inspections', 'sanitary scores', 'restaurant scores', 'sfdph', 'dph']",Dataset,3258.0,0.02879898169346498
Public Safety,"Fire Incidents includes a summary of each (non-medical) incident to which the SF Fire Department responded. Each incident record includes the call number, incident number, address, number and type of each unit responding, call type (as determined by dispatch), prime situation (field observation), actions taken, and property loss.",Fire Incidents,[],Dataset,3246.0,0.02869290809606732
Housing and Buildings,"Affordable rental housing developed in partnership with non-profit and private developers and financed through the Mayor?s Office of Housing and Community Development (MOHCD) and the Office of Community Investment and Infrastructure (OCII) through City Funding Agreements, Ground Leases, Disposition & Participation Agreements and Conduit Mortgage Revenue Bond Financing, as of December 31, 2015.",Mayor?s Office of Housing and Community Development Affordable Rental Portfolio,[],Dataset,3244.0,0.028675229163167712
Transportation,"All parking meters owned by the SFMTA and the Port of San Francisco as of March 2014. Find attached a data dictionary, a version of the map as a PDF, and a shapefile of the data. This data includes locations of meters; meter characteristics, such as single-space or multi-space meter, smart meter status, sensor status, owner, on or off-street location; rate areas; cap colors (use type and restrictions): Black: Motorcycle parking, Brown: Tour bus parking, Green: Short term parking, Grey: General metered parking, Purple: Boat trailer parking, Red: Six-wheeled commercial vehicle parking, Yellow: Commercial vehicle parking. Please direct any data inquiries to info@sfpark.org",Meter Location Lookup,"['parking', 'meter']",Filtered View,3242.0,0.0286575502302681
City Management and Ethics,"Campaign Consultants are required to report ???economic consideration?? promised by or received from clients in exchange for campaign consulting services during the applicable reporting period.  Economic consideration includes payments, fees, commissions, and reimbursements for expenses, gifts or anything else of value.",Campaign Consultants - Client Payment Report,"['received', 'promised', 'payments', 'ethics', 'campaign consultant']",Filtered View,3231.0,0.028560316099320245
City Management and Ethics,Summaries of closed complaints within the Ethics Commission's jurisdiction,Ethics Commission Enforcement Summaries,['ethics enforcement complaints sunshine'],Filtered View,3229.0,0.028542637166420633
Housing and Buildings,Report of building permits filed and issued Date Released: 15th of every month Time Period: Reports available since January 2004,Department of Building Inspection Monthly Permit Reports,"['building inspection', 'permits']",External Link,3201.0,0.02829513210582609
City Management and Ethics,,Campaign Finance - List of Candidates Running for Office in November 2014 who have Accepted the Voluntary Expenditure Ceiling - Board of Education,"['candidates', 'election', 'november 4 2014', 'voluntary expenditure ceiling', 'finance']",Filtered View,3181.0,0.02811834277682999
City Infrastructure,Cases created since 7/1/2008 with location information,D7 Pedestrian Issues,[],Map,3122.0,0.02759681425629149
City Management and Ethics,"All political contributions of $100 or more made or delivered by the lobbyist or the lobbyist's employer, or made by a client at the behest of the lobbyist or the lobbyist's employer during the reporting period to an officer of the City and County, a candidate for such office, a committee controlled by such officer or candidate, or a committee primarily formed to support or oppose such officer or candidate, or any committee primarily formed to support or oppose a ballot measure to be voted on only in San Francisco. This includes political contributions arranged by the lobbyist, or for which the lobbyist acted as an agent or intermediary.Political contributions are disclosed by lobbyists registered with the Ethics Commission on a monthly basis.  This dataset updates automatically every night.","Political Contributions Made, Arranged, or Delivered by Lobbyists to Candidates for Local Office in 2014","['committee', 'ballot measure', 'candidate', 'contribution', 'lobbyist']",Chart,3082.0,0.027243235598299286
City Management and Ethics,"The San Francisco Controller's Office maintains a database of payments made to vendors from fiscal year 2007 forward. This data is presented on the Vendor Payments report hosted at http://openbook.sfgov.org, and is also available in this dataset in CSV format, which represents summary data by purchase order. We have removed sensitive information from this data ? this is intended to show payments made to entities providing goods and services to the City and County and to protect individuals. For example, we have removed payments to employees (reimbursements, garnishments) and jury members, revenue refunds, payments for judgments and claims, witnesses, relocation and rehousing, and a variety of human services payments. New data is added on a weekly basis.",Vendor Payments (Purchase Order Summary),"['openbook', 'open book', 'sfopenbook', 'purchase order', 'vendor']",Dataset,3078.0,0.027207877732500066
City Management and Ethics,"Campaign Consultants are required to report ???economic consideration?? promised by or received from clients in exchange for campaign consulting services during the applicable reporting period.  Economic consideration includes payments, fees, commissions, and reimbursements for expenses, gifts or anything else of value.",Campaign Consultants - Total Reported Activity,"['received', 'promised', 'payments', 'ethics', 'campaign consultant']",Filtered View,3074.0,0.027172519866700846
City Management and Ethics,"This dataset includes all itemized late contributions (cumulative $1,000 or more) e-filed on Fair Political Practices Commission (FPPC) Form 497 Late Contribution Report from 2008 to the present.The data is current as of the last modified date on this dataset.See the data key for column definitions:  https://data.sfgov.org/Ethics/Campaign-Finance-Data-Key/wygs-cc76",Campaign Finance - FPPC Form 497 - Late Contribution Report - Late Contributions Made,"['non-monetary', 'contribution', 'monetary', 'late', '497']",Dataset,3039.0,0.02686313854095767
City Management and Ethics,"The San Francisco Controller's Office maintains a database of budgetary data that appears in summarized form in each Annual Appropriation Ordinance (AAO). This data is presented on the Budget report hosted at http://openbook.sfgov.org, and is also available in this dataset in CSV format. New data is added on an annual basis when the AAO is published for each new fiscal year. Data is available from fiscal year 2010 forward.",Budget,"['openbook', 'open book', 'sfopenbook', 'budget']",Dataset,3019.0,0.026686349211961564
Geographic Locations and Boundaries,A list of street segments and intersections sorted by street name and ascending address number.  This data set is based on the City's GIS basemap and contains CNN id numbers for each record.,List of Streets and Intersections,"['in', 'cnns', 'order', 'all', 'basemap']",Dataset,3005.0,0.026562596681664295
Geographic Locations and Boundaries,The San Francisco Basemap in CAD format comprised of 74 (zipped) tiled drawing files (SF00C.dwg ??? SF99C.dwg) refreshed weekly.,CCSF Digital Basemap CAD Files,"['map', 'base', 'blocks', 'cadastral', 'parcel']",External Link,2949.0,0.026067586560475208
Geographic Locations and Boundaries,"Supervisor Districts, developed by Redistricting Task Force, submitted on 18 April 2012. Note: for mapping and analysis purposes, the non-land areas of the districts have been removed in this version. The original submitted dataset with ocean and bay included described here; http://www.sfgov2.org/index.aspx?page=3450.",Supervisor Districts as of April 2012,"['elections', 'district', 'supervisor']",Map,2742.0,0.024237817005365557
