category,descrip,name,topics,type,views,views_norm
Finance/Tax/Property,This dataset includes County spending data for Montgomery County government. It does not include agency spending. Data considered sensitive or confidential and will be encrypted before it is posted.,County Spending,"['purchase order', 'suppliers', 'vendors', 'invoices', 'checks']",Dataset,3439.0,0.009694752035362306
Public Safety,"Updated daily postings on Montgomery County?s open data website, dataMontgomery, provide the public with direct access to crime statistic databases - including raw data, mapping and search functions ? of reported County crime. The data presented is derived from reported crimes classified according to Maryland criminal code and documented by approved police incident reports. The data is compiled by ?EJustice?, a respected law enforcement records-management system used by the Montgomery County Police Department and many other law enforcement agencies. To protect victims? privacy, no names or other personal information are released. Residential addresses are rounded to the nearest hundred block. All data is refreshed on a quarterly basis to reflect any changes in status due to on-going police investigation.  Update Frequency : Daily.",Montgomery County Crime - January-December 2015,[],Data Lens,3410.0,0.0096129992557678
Property,"Data for all Residential Building Permits issued since 2000, including status and work performed.
Update Frequency:  Daily",ResidentialPermit-API,[],Filtered View,3140.0,0.008851852687129293
Health and Human Services,"The Licensure & Regulatory Services Program inspects all licensed retail food establishments in Montgomery County for a variety of reasons (e.g. obtaining a permit, regular check-ups, or in response to complaints.) Included in this overall surveillance are two types of inspections that are conducted on a routine basis. The first type, a comprehensive inspection, is a thorough inspection that evaluates the sanitation, maintenance, and food service operations for the facility. This inspection includes many of the items found in the monitoring inspection, such as critical temperatures and food handling procedures. The second type, a monitoring inspection, involves checking the food service operation for critical food temperatures, equipment temperatures, and general food handling / cleanliness practices. While monitoring inspections are not as detailed as environmental inspections, they help ensure that the facility is operating safely throughout the year.
The frequency of inspections is based on the food-borne illness risks associated with the food being processed at a facility. Based on the risk each facility is designated as high, medium, or low priority. High priority risk facilities prepare food products a day or more in advance or utilize any combination of two or more processes such as a cooking, cooling, reheating and hot holding food over four hours. Moderate priority risk facilities prepare and cook food products which are served immediately or within four hours. A low priority risk facility serve prepackage foods that are not potentially hazardous.
For high risk facilities, a monitoring inspection is conducted at least twice a year, and moderate risk facilities are inspected at least once a year. High and moderate risk facilities also receive at least one comprehensive inspection every year. Low risk priority facilities typically receive one comprehensive inspection every two years.
Update Frequency:  Daily",Food Inspection Results (Past 24 Months),"['closures', 'violations', 'inspection', 'food']",Chart,3072.0,0.008660156514287002
Consumer/Housing,Office Locations for the Housing Opportunities Commission (HOC) of Montgomery County.  Source: HOC,Locations of HOC Offices,"['locations', 'hoc', 'commission', 'opportunities', 'housing']",Dataset,3019.0,0.00851074626192463
Licenses/Permits,"Data for all Public Right of Way Permit applications, including status and work performed.  Update Frequency:  Daily",Map of Right of Way Permit Applications,"['residential', 'right of way', 'permit']",Map,3017.0,0.008505108139193973
Licenses/Permits,"Data for all Public Right of Way Permit applications, including status and work performed.  Update Frequency:  Daily",Public Right Of Way Permits,"['residential', 'right of way', 'permit']",Dataset,2916.0,0.008220382941295866
Government,"Information on Cable Inspections performed by the Montgomery County Cable Office since September 1, 2010.  This dataset will be updated on a quarterly basis.",Cable Inspections,"['inspections', 'cable']",Dataset,2841.0,0.008008953338896282
Licenses/Permits,"Data for all Demolition Permit applications, including status and work performed.
Update Frequency:  Daily",Demolition Permits,"['residential', 'demolition', 'permits']",Dataset,2817.0,0.007941295866128413
Education,"Address and Locations of all Public Schools in Montgomery County, MD.",Public Elementary Schools,['schools'],Filtered View,2774.0,0.007820076227419318
Health and Human Services,"The Licensure & Regulatory Services Program inspects all licensed retail food establishments in Montgomery County for a variety of reasons (e.g. obtaining a permit, regular check-ups, or in response to complaints.) Included in this overall surveillance are two types of inspections that are conducted on a routine basis. The first type, a comprehensive inspection, is a thorough inspection that evaluates the sanitation, maintenance, and food service operations for the facility. This inspection includes many of the items found in the monitoring inspection, such as critical temperatures and food handling procedures. The second type, a monitoring inspection, involves checking the food service operation for critical food temperatures, equipment temperatures, and general food handling / cleanliness practices. While monitoring inspections are not as detailed as environmental inspections, they help ensure that the facility is operating safely throughout the year.
The frequency of inspections is based on the food-borne illness risks associated with the food being processed at a facility. Based on the risk each facility is designated as high, medium, or low priority. High priority risk facilities prepare food products a day or more in advance or utilize any combination of two or more processes such as a cooking, cooling, reheating and hot holding food over four hours. Moderate priority risk facilities prepare and cook food products which are served immediately or within four hours. A low priority risk facility serve prepackage foods that are not potentially hazardous.
For high risk facilities, a monitoring inspection is conducted at least twice a year, and moderate risk facilities are inspected at least once a year. High and moderate risk facilities also receive at least one comprehensive inspection every year. Low risk priority facilities typically receive one comprehensive inspection every two years.
(C) Denotes a Critical Violation. A Critical Violation means a food safety requirement that requires immediate correction. Failure for immediate correction results in cessation of some or all food operations or closure of the facility until violation is able to be corrected.
Update Frequency:  Daily",July Food Inspection Closings in Montgomery County,"['closures', 'violations', 'inspection', 'food']",Filtered View,2743.0,0.007732685325094157
Government,All cable complaints filed with the Montgomery County Cable Office since January 2010.  This data will be updated on a quarterly basis.,Cable Complaints,"['complaints', 'cable']",Dataset,2693.0,0.007591732256827767
Finance/Tax/Property,"This dataset includes the Fiscal Year* 2014 Council-approved operating budget for Montgomery County. The dataset does not include revenues and agency budget information; each agency, such as Montgomery County Public Schools, maintain their individual budget information. The data can be sorted, filtered, and exported by the following elements: Function (grouping, such as ?Public Safety?), Department, Program, Cost Center (activity within a program), Fund Type , Fund Subtype, Fund Name, Subfund Name, Personnel & Operating Expenses, Object Name, and Account Name. *The 12-month period to which the annual operating and capital budgets and their respective appropriations apply. The Montgomery County fiscal year starts on July 1st and ends on June 30th. Update Frequency: Annually",Fiscal Year 2014 Budget,"['county budget', 'operating budget', 'budget']",Dataset,2615.0,0.007371845470332198
Health and Human Services,"Address and Locations for Hospitals in Montgomery County, MD and the immediate vicinity.",Hospitals Map,"['health', 'hospital']",Map,2556.0,0.007205520849777858
Education,"Address and Locations of all Public Schools in Montgomery County, MD.",All Public Schools Map w Icons,['schools'],Map,2457.0,0.006926433774610405
Government,"The following dataset is a listing of all active County contracts.  This list is updated daily.  Contract spending information can be found at:  https://data.montgomerycountymd.gov/Finance-Tax-Property/Contract-Spending/wv2m-su7v

Update Frequency:  Daily",Contracts,[],Data Lens,2348.0,0.006619156085789676
Government,,dataMontgomery Publishing Plan,[],Filtered View,2291.0,0.006458469587965991
,"Address and Locations for Post Offices in Montgomery County, MD.",Post Offices Map,"['usps', 'post office', 'mail']",Map,2149.0,0.006058162874089443
Government,"This dataset includes the Fiscal Year* 2015 Council-approved operating budget for Montgomery County. The dataset does not include revenues and detailed agency budget information (only includes agency budget information by fund); each agency, such as Montgomery County Public Schools, maintain their individual budget information. The data can be sorted, filtered, and exported by the following elements: Function (grouping, such as ?Public Safety?), Department, Program, Cost Center (activity within a program), Fund Type , Fund Subtype, Fund Name, Subfund Name, Personnel & Operating Expenses, Object Name, and Account Name. *The 12-month period to which the annual operating and capital budgets and their respective appropriations apply. The Montgomery County fiscal year starts on July 1st and ends on June 30th. Update Frequency: Annually",Fiscal Year 2015 Budget,"['county budget', 'operating budget', 'budget']",Dataset,2117.0,0.005967952910398954
Health and Human Services,"Age-adjustment mortality rates are rates of deaths that are computed using a statistical method to create a metric based on the true death rate so that it can be compared over time for a single population (i.e. comparing 2006-2008 to 2010-2012), as well as enable comparisons across different populations with possibly different age distributions in their populations (i.e. comparing Hispanic residents to Asian residents).  
Age adjustment methods applied to Montgomery County rates are consistent with US Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS) as well as Maryland Department of Health and Mental Hygiene?s Vital Statistics Administration (DHMH VSA).
PHS Planning and Epidemiology receives an annual data file of Montgomery County resident deaths registered with Maryland Department of Health and Mental Hygiene?s Vital Statistics Administration (DHMH VSA).  
Using SAS analytic software, MCDHHS standardizes, aggregates, and calculates age-adjusted rates for each of the leading causes of death category consistent with state and national methods and by subgroups based on age, gender, race, and ethnicity combinations. Data are released in compliance with Data Use Agreements between DHMH VSA and MCDHHS. This dataset will be updated Annually.",Population Health Measures: Age-Adjusted Mortality Rates,"['rates', 'mortality', 'adjusted', 'age', 'measures']",Dataset,2113.0,0.005956676664937642
Community/Recreation,"Data for all Public Right of Way Permit applications, including status and work performed.  Update Frequency:  Daily",data Montgomery Public Utility ROW permits,"['residential', 'right of way', 'permit']",Filtered View,2111.0,0.005951038542206986
Health and Human Services,"The Licensure & Regulatory Services Program inspects all licensed retail food establishments in Montgomery County for a variety of reasons (e.g. obtaining a permit, regular check-ups, or in response to complaints.) Included in this overall surveillance are two types of inspections that are conducted on a routine basis. The first type, a comprehensive inspection, is a thorough inspection that evaluates the sanitation, maintenance, and food service operations for the facility. This inspection includes many of the items found in the monitoring inspection, such as critical temperatures and food handling procedures. The second type, a monitoring inspection, involves checking the food service operation for critical food temperatures, equipment temperatures, and general food handling / cleanliness practices. While monitoring inspections are not as detailed as environmental inspections, they help ensure that the facility is operating safely throughout the year.
The frequency of inspections is based on the food-borne illness risks associated with the food being processed at a facility. Based on the risk each facility is designated as high, medium, or low priority. High priority risk facilities prepare food products a day or more in advance or utilize any combination of two or more processes such as a cooking, cooling, reheating and hot holding food over four hours. Moderate priority risk facilities prepare and cook food products which are served immediately or within four hours. A low priority risk facility serve prepackage foods that are not potentially hazardous.
For high risk facilities, a monitoring inspection is conducted at least twice a year, and moderate risk facilities are inspected at least once a year. High and moderate risk facilities also receive at least one comprehensive inspection every year. Low risk priority facilities typically receive one comprehensive inspection every two years.
(C) Denotes a Critical Violation. A Critical Violation means a food safety requirement that requires immediate correction. Failure for immediate correction results in cessation of some or all food operations or closure of the facility until violation is able to be corrected.
Update Frequency:  Daily",FoodInspection-API,"['closures', 'violations', 'inspection', 'food']",Filtered View,2076.0,0.005852371394420514
Licenses/Permits,Data for all Electrical Business License Permit applications.  Update Frequency:  Daily,Electrical Business Licenses,"['applications', 'permit', 'license', 'electrical']",Dataset,2061.0,0.005810085473940596
Finance/Tax/Property,"The purpose of this Spending Disclosure FY13 dataset is to allow the public to search and view summary information on payments made to recipients (referred to as suppliers) that received $25,000 or more in a fiscal year. Note that salary and benefit payments to employees, pension payments to retirees, and any information that is confidential under State or Federal law is excluded from disclosure.",Spending Disclosure - Fiscal Year 2013,"['000 or more', '$25', 'spending', '2013', 'fiscal year 13']",Dataset,2052.0,0.005784713921652647
Community/Recreation,"List of all companies licensed by Montgomery County to sell alcoholic beverages to include name, address, and account number.
Update Frequency:  Monthly",Department of Liquor Control (DLC) Licensee Data,"['license', 'liquor', 'dining', 'restaurant', 'alcohol']",Dataset,1982.0,0.0055873796260797
Government,"Information on all MC311 Service Requests received (via email or phone) since July 1, 2012.  This data is updated daily.",Open MC311 Service Requests (In Progress),"['services', 'mc311']",Filtered View,1961.0,0.005528179337407816
Finance/Tax/Property,"The purpose of this Spending Disclosure FY14 dataset is to allow the public to search and view summary information on payments made to recipients (referred to as suppliers) that received $25,000 or more in a fiscal year. Note that salary and benefit payments to employees, pension payments to retirees, and any information that is confidential under State or Federal law is excluded from disclosure.",Spending Disclosure - Fiscal Year 2014,"['000 or more', '$25', 'spending', '2014', 'fiscal year 14']",Dataset,1915.0,0.0053985025146027375
Elections,https://gis.montgomerycountymd.gov/ArcGIS/rest/services/Elections/polling_place/MapServer/1,Precinct [ArcGIS_rest_services_Elections_polling_place_MapServer_1],"['vote', 'precinct', 'election precinct', 'geographic', 'map']",Map,1890.0,0.0053280259804695425
Education,"Address and Locations of all Public Schools in Montgomery County, MD.",Public High Schools Map,['schools'],Map,1888.0,0.005322387857738887
Public Safety,"Map of updated daily postings on Montgomery County?s open data website, dataMontgomery, provide the public with direct access to crime statistic databases - including raw data, mapping and search functions ? of reported County crime.. The data presented is derived from reported crimes classified according to Maryland criminal code and documented by approved police incident reports. The data is compiled by ?EJustice?, a respected law enforcement records-management system used by the Montgomery County Police Department and many other law enforcement agencies. To protect victims? privacy, no names or other personal information are released. Residential addresses are rounded to the nearest hundred block. All data is refreshed on a quarterly basis to reflect any changes in status due to on-going police investigation.  Update Frequency : Daily.",2016 Crime by Community,"['arson', 'district', 'assault', 'theft', 'robberies']",Map,1817.0,0.0051222345008006135
Public Safety,"This dataset contains traffic violation information from all electronic traffic violations issued in the County.  Any information that can be used to uniquely identify the vehicle, the vehicle owner or the officer issuing the violation will not be published.

Update Frequency:  Daily",Traffic Violations,[],Data Lens,1762.0,0.004967186125707584
Government,"The MPIA dataset will contain a list of MPIA requests that contain information about the MPIA request as well as a web link to the MPIA response packet created by the owning departments.  Each request will contain the following information:
Requestor First Name
Requestor Last Name
Requestor Organization
Description
Intake (ie email)
Lead Department
Data Owning Departments
Date Response Posted
Who Published the Response
Link to the Response Document(s) on a public Web Site
Update Frequency:  Daily",Maryland Public Information Act  (MPIA)  Request Responses,"['responses', 'request', 'mpia', 'maryland public information act']",Dataset,1742.0,0.0049108048984010284
Education,"This dataset includes a list of classes approved and paid through the County tuition assistance program, including the title and description of the course, the school the course will be taken at, the degree this class curriculum is a part of, the Department and title of the requester, the dollar amount reimbursed to the employee.  Update Frequency:  Twice a Year",Tuition Assistance,"['employee', 'reimburse', 'class curriculum', 'school', 'course']",Dataset,1713.0,0.004829052118806522
Government,"Information on all MC311 Service Requests received (via email or phone) since July 1, 2012.  This data is updated daily.",1-2014,"['services', 'mc311']",Filtered View,1710.0,0.004820594934710539
Consumer/Housing,"Housing Code Enforcement data from 2013 to the present , including violations identified",Housing Code Enforcement,[],Dataset,1686.0,0.004752937461942671
Education,"Address and Locations of all Public Schools in Montgomery County, MD.",Public Elementary Schools Map,['schools'],Map,1642.0,0.004628898761868248
Government,"Information on all MC311 Service Requests received (via email or phone) since July 1, 2012.  This data is updated daily.",MC311 Service Requests,[],Data Lens,1629.0,0.004592250964118987
,"The Levy Year 2012 real property tax rate dataset reflects all the rates per $100 set each year by the County Council.  These rates are applied to the assessed value of the real property to derive the applicable ad valorem tax.  The fully phased-in assessed value equals the full cash value of the property. The real property tax is levied annually on all taxable land and improvements.  The tax rate schedule is updated annually. A detailed tax rate schedule for all tax classes is available by clicking on ?Tax Rates? under the link for ?County Taxes? when visiting the County website at www.montgomerycountymd.gov/finance or by calling 311 (240-777-0311).
Update Frequency:  Annually",Real Property Tax Rates,"['rates', 'tax', 'property', 'real']",Dataset,1603.0,0.004518955368620464
Finance/Tax/Property,"The purpose of this Spending Disclosure FY11 dataset is to allow the public to search and view summary information on payments made to recipients (referred to as suppliers) that received $25,000 or more in a fiscal year. Note that salary and benefit payments to employees, pension payments to retirees, and any information that is confidential under State or Federal law is excluded from disclosure.",Spending Disclosure - Fiscal Year 2011,"['finance', '000 or more', '$25', 'spending', '2011']",Dataset,1596.0,0.0044992219390631695
Public Safety,This dataset contains the monthly summary data indicating incident occurred in each fire station response area.  The summary data is the incident count broken down by call type group for each fire station response area. Update Frequency - Twice a month on the 1st and 15th date each month.,MCFRS Incidents by Station,"['station', 'incidents', 'emergency', 'fire']",Dataset,1566.0,0.004414650098103335
,"Data for all Residential Building Permits issued since 2000, including status and work performed.
Update Frequency:  Daily",2014 montgomery permits,[],Filtered View,1538.0,0.004335716379874157
Licenses/Permits,Plan reviews completed by Permitting Services. Update Frequency: Daily,Plan Review,"['permits', 'reivew', 'plan']",Dataset,1503.0,0.004237049232087684
,"Data for all Electrical Permit applications, including status and work performed.",generator permits,"['status', 'residential', 'permit']",Filtered View,1502.0,0.004234230170722357
,"Data for all Residential Building Permits issued since 2000, including status and work performed.
Update Frequency:  Daily",Silver Spring Residential Permits,[],Filtered View,1498.0,0.0042229539252610455
Licenses/Permits,"Data for all Commercial Building Permits issued since 2000, including status and work performed.
Update Frequency:  Daily",Open Permits,[],Map,1482.0,0.0041778489434158
Property,"Data for all Commercial Building Permits issued since 2000, including status and work performed.
Update Frequency:  Daily",CommercialPermits-API,[],Filtered View,1481.0,0.004175029882050473
Government,"This dataset includes the Fiscal Year* 2015 County Executive Recommended operating budget for Montgomery County. The dataset does not include revenues and  detailed agency budget information (only includes agency budget information by fund); each agency, such as Montgomery County Public Schools, maintain their individual budget information. The data can be sorted, filtered, and exported by the following elements: Function (grouping, such as ?Public Safety?), Department, Program, Cost Center (activity within a program), Fund Type , Fund Subtype, Fund Name, Subfund Name, Personnel & Operating Expenses, Object Name, and Account Name. *The 12-month period to which the annual operating and capital budgets and their respective appropriations apply. The Montgomery County fiscal year starts on July 1st and ends on June 30th. Update Frequency: Annually",Fiscal Year 2015 County Executive Recommended Operating Budget,"['recommended budget', 'executives', 'council', 'fiscal year 2015']",Dataset,1451.0,0.004090458041090639
