category,descrip,name,topics,type,views,views_norm
Police,"This is the City of Raleigh Police Incident Data for 2005, 2006, 2007, 2008, 2009, 2012, 2013 (when 2010 and 2011 becomes available it will be added)",All Police Part 2 Incident Data,['socrata'],Filtered View,3628.0,0.3338855144487392
Police,"This is the City of Raleigh Police Incident Data for 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015
LCR Column Heading = Code of Incident Type
LCR DESC Column Heading = Description of Incident Type",Tree map,[],Chart,3493.0,0.32146143935210747
Police,"This is the City of Raleigh Police Incident Data for 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015
LCR Column Heading = Code of Incident Type
LCR DESC Column Heading = Description of Incident Type",raleigh police master file,[],Filtered View,3459.0,0.3183324130314743
Police,"This is the City of Raleigh Police Incident Data for 2005, 2006, 2007, 2008, 2009, 2012, 2013 (when 2010 and 2011 becomes available it will be added)",All Police Incident Data conditional highlight by year,['socrata'],Filtered View,3395.0,0.3124424811338119
,"This map summarizes racial and ethnic diversity in the United States in 2012. The Diversity Index shows the likelihood that two persons chosen at random from the same area, belong to different race or ethnic groups. The index ranges from 0 (no diversity) to 100 (complete diversity).  
Diversity in the U.S. population is increasing.  The diversity score for the entire United States in 2012 is 61.
The geography depicts States at greater than 50m scale, Counties at 7.5m to 50m scale, Census Tracts at 200k to 7.5m scale, and Census Block Groups at less than 200k scale.
Scale Range: 1:591,657,528 down to 1:72,224
For more information on this map, including our terms of use, visit us online at http://goto.arcgisonline.com/maps/Demographics/USA_Diversity_Index",Diversity Index by Block Groups,[],Map,2996.0,0.27572243695932264
Police,"This is the City of Raleigh Police Incident Data for 2005, 2006, 2007, 2008, 2009, 2012, 2013 (when 2010 and 2011 becomes available it will be added)","All Police Incident Data conditional highlight by year, filtered by year,  stage 1 categories",['socrata'],Map,2949.0,0.2713970182219768
Police,"This is the City of Raleigh Police Incident Data for 2005, 2006, 2007, 2008, 2009, 2012, 2013 (when 2010 and 2011 becomes available it will be added)","All Police Incident Data conditional highlight by year, filtered by year and stage 1 Incident",['socrata'],Filtered View,2843.0,0.2616418185164734
Fiscal Year 2014,City of Raleigh FY13 and FY14 FINAL Adopted Budgets. See attached PDF for an explanation of the budget process.,FY13 and FY14 Adopted Budgets,"['full budget', 'final', 'adopted', 'fy14']",Dataset,2801.0,0.2577765507086324
Urban Planning,"This is a copy of our official COR Building Permit data - https://data.raleighnc.gov/d/xce4-kemu - but only showing data from 2013 to present. These permits cover construction related permits related to buildings and includes non-construction inspections. Dataset is updated daily. This dataset does not include plumbing, electrical, mechanical, right of way, grading or other types of permits.",Building Permits - Non-Residential - BLDS (2014-Present),"['construction', 'buildings', 'permits', 'building permit']",Filtered View,2750.0,0.2530830112276827
Fire,"Fire Incident Data from January 1, 2007 through the most currently released data. Data is currently scheduled for release by the 5th of the current month for the previous month.",Fire Dispatch Calls - New View,[],Filtered View,2748.0,0.2528989508558807
Fiscal Year 2015 Proposed to Council,"The FY15 information is only for operating funds (not capital), and just expenditure data. The totals are also inclusive of interfund transfers, meaning if someone tries to sum all the data in a year, it won?t match the published net budget total.",FY14 Adopted and FY15 Proposed Budget by Division - Column Chart - Alphabetically,[],Chart,2720.0,0.25032210565065344
Fire,"Fire Incident Data from January 1, 2007 through the most currently released data. Data is currently scheduled for release by the 5th of the current month for the previous month.
Attached below is a PDF with all of the codes and an explanation of them. The CoR FD excludes incident types of 300 through 399 and type 661 because of the calls being EMS related and our concerns for privacy.","Fire Incident Point Map - January 1, 2007 Through Current Release",[],Map,2549.0,0.2345849438615866
Fire,"Fire Incident Data from January 1, 2007 through the most currently released data. Data is currently scheduled for release by the 5th of the current month for the previous month.",Year-of-2015,[],Map,2533.0,0.233112460887171
Fire,"Fire Incident Data from January 1, 2007 through the most currently released data. Data is currently scheduled for release by the 5th of the current month for the previous month.",Year of 2014,[],Filtered View,2513.0,0.23127185716915147
Fiscal Year 2014 Proposed to Council,Fiscal Year 2014 Proposed Budget.,FY14 Proposed Budget,[],Filtered View,2486.0,0.22878704214982515
Fire,"Fire Incident Data from January 1, 2007 through the most currently released data. Data is currently scheduled for release by the 5th of the current month for the previous month.","Fire Incident Data - January 1, 2007 to Most Current Release",[],Filtered View,2418.0,0.22252898950855882
Urban Planning,"This is a copy of our official COR Building Permit data - https://data.raleighnc.gov/d/xce4-kemu - but only showing data from 2013 to present. These permits cover construction related permits related to buildings and includes non-construction inspections. Dataset is updated daily. This dataset does not include plumbing, electrical, mechanical, right of way, grading or other types of permits.",Building Permits - BLDS (2013-Present),"['blds', 'present', '2013', 'construction', 'buildings']",Dataset,2406.0,0.2214246272777471
Urban Planning,"Explore COR Building Permit data from 2000 to the current date, which covers construction related permits related to buildings. Dataset is updated daily. This dataset does not include plumbing, electrical, mechanical, right of way, grading or other types of permits.",Building Permits - 2012+,"['property', 'new buildings', 'blds', 'construction', 'planning']",Filtered View,2385.0,0.2194919933738266
Fire,"Fire Incident Data from January 1, 2007 through the most currently released data. Data is currently scheduled for release by the 5th of the current month for the previous month.",Fire Incidents - 2014,"['fire incidents', 'fires', 'fire']",Filtered View,2333.0,0.2147064237069759
Fiscal Year 2015 Proposed to Council,"The FY15 information is only for operating funds (not capital), and just expenditure data. The totals are also inclusive of interfund transfers, meaning if someone tries to sum all the data in a year, it won?t match the published net budget total.",City Of Raleigh FY14 Adopted And FY15 Proposed Budgets-01,"['2015', '2015 proposed', 'fy15', 'budget']",Dataset,2304.0,0.2120375483158476
Fiscal Year 2015 Proposed to Council,"The FY15 information is only for operating funds (not capital), and just expenditure data. The totals are also inclusive of interfund transfers, meaning if someone tries to sum all the data in a year, it won?t match the published net budget total.",FY14 Adopted,[],Filtered View,2290.0,0.21074912571323395
Police,"This is the City of Raleigh Police Incident Data for 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015
LCR Column Heading = Code of Incident Type
LCR DESC Column Heading = Description of Incident Type",googlemap,[],Map,2248.0,0.20688385790539296
Fiscal Year 2013,Fiscal Year 2013 Adopted Budget,2013 Actual Budget,"['2013', 'budget']",Filtered View,2243.0,0.2064237069758881
Fire,"Fire Incident Data from January 1, 2007 through the most currently released data. Data is currently scheduled for release by the 5th of the current month for the previous month.",Year of 2011,[],Filtered View,2086.0,0.19197496778943493
Fire,"Fire Incident Data from January 1, 2007 through the most currently released data. Data is currently scheduled for release by the 5th of the current month for the previous month.",Year of 2015 - Fire Incident Point Map,[],Map,2058.0,0.18939812258420763
Fire,"Fire Incident Data from January 1, 2007 through the most currently released data. Data is currently scheduled for release by the 5th of the current month for the previous month.",Year of 2010 - Incident Point Map,[],Map,2055.0,0.18912203202650468
Fire,"Fire Incident Data from January 1, 2007 through the most currently released data. Data is currently scheduled for release by the 5th of the current month for the previous month.",Year of 2008 - Incident Point Map,[],Map,2036.0,0.18737345849438616
Fire,"Fire Incident Data from January 1, 2007 through the most currently released data. Data is currently scheduled for release by the 5th of the current month for the previous month.",Fire Incidents - 2010,[],Filtered View,2020.0,0.18590097551997056
Fire,"Fire Incident Data from January 1, 2007 through the most currently released data. Data is currently scheduled for release by the 5th of the current month for the previous month.",Year of 2013 - Fire Incident Point Map,[],Map,1978.0,0.18203570771212957
Fiscal Year 2015 Proposed to Council,"The FY15 information is only for operating funds (not capital), and just expenditure data. The totals are also inclusive of interfund transfers, meaning if someone tries to sum all the data in a year, it won?t match the published net budget total.",FY15 Proposed,[],Filtered View,1973.0,0.18157555678262471
Fire,"Fire Incident Data from January 1, 2007 through the most currently released data. Data is currently scheduled for release by the 5th of the current month for the previous month.",Fire Incidents - 2013,"['2013', 'fire incidents', 'fires', 'fire']",Filtered View,1960.0,0.18037916436591203
Fire,"Fire Incident Data from January 1, 2007 through the most currently released data. Data is currently scheduled for release by the 5th of the current month for the previous month.",Year of 2008,[],Filtered View,1951.0,0.17955089269280325
Fire,"Fire Incident Data from January 1, 2007 through the most currently released data. Data is currently scheduled for release by the 5th of the current month for the previous month.",Year of 2009 - Incident Point Map,[],Map,1938.0,0.17835450027609057
Fire,"Fire Incident Data from January 1, 2007 through the most currently released data. Data is currently scheduled for release by the 5th of the current month for the previous month.",Year of 2009,[],Filtered View,1933.0,0.17789434934658568
Fire,"Fire Incident Data from January 1, 2007 through the most currently released data. Data is currently scheduled for release by the 5th of the current month for the previous month.",Year of 2012 - Fire Incident Point Map,[],Map,1905.0,0.17531750414135835
Fire,"Fire Incident Data from January 1, 2007 through the most currently released data. Data is currently scheduled for release by the 5th of the current month for the previous month.",Year of 2012,[],Filtered View,1897.0,0.17458126265415055
Fire,"Fire Incident Data from January 1, 2007 through the most currently released data. Data is currently scheduled for release by the 5th of the current month for the previous month.",Year of 2007 - Incident Point Map,[],Map,1888.0,0.17375299098104177
Urban Planning,"HUD's Real Estate Assessment Center conducts physical property inspections of properties that are owned, insured or subsidized by HUD, including public housing and multifamily assisted housing. About 20,000 such inspections are conducted each year to ensure that assisted families have housing that is decent, safe, sanitary and in good repair.
This page provides a full historical view of the results of those inspections, providing point-in-time property scores. Separate datails available for public housing and for multifamily assisted properties.
The results represent the inspections conducted from 2001 through September 2009. The data includes property identifiers and location information. Detailed descriptions of the inspection processes can be found in Federal Register notices 66 FR 59084 for public housing and 65 FR77230 for Office of Housing programs. Making these inspection details available will enable researchers, advocacy groups and the general public to:
* better understand the physical condition of the HUD-assisted housing stock, as well as changes in the stock over time;
* hold providers accountable for housing quality; and
* plan for future affordable housing needs.",Multifamily Physical Inspection Scores 2011,"['inspections', 'public housing', 'housing']",Dataset,1888.0,0.17375299098104177
Police,"This is the City of Raleigh Police Incident Data for 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015
LCR Column Heading = Code of Incident Type
LCR DESC Column Heading = Description of Incident Type",Driving While Impaired 2009 - 2014 (2),[],Filtered View,1880.0,0.17301674949383397
Urban Planning,"Explore COR Building Permit data from 2000 to the current date, which covers construction related permits related to buildings. Dataset is updated daily. This dataset does not include plumbing, electrical, mechanical, right of way, grading or other types of permits.",New Building Construction (Since 2009),"['property', 'new buildings', 'blds', 'construction', 'planning']",Filtered View,1877.0,0.17274065893613105
Public Safety,"Fire Incident Data from January 1, 2007 through the most currently released data. Data is currently scheduled for release by the 5th of the current month for the previous month.",Year of 2014 - Fire Incident Point Map,[],Map,1875.0,0.1725565985643291
Fire,"Fire Incident Data from January 1, 2007 through the most currently released data. Data is currently scheduled for release by the 5th of the current month for the previous month.",Year of 2007,[],Filtered View,1874.0,0.17246456837842813
Census,"This map shows the population density in the United States in 2012.  Population density is calculated by dividing the total population count of geographic feature by the area of the feature, in square miles. The area is calculated from the geometry of the geographic feature in projected coordinates. The best use of this map is at the larger scales (tracts and block groups).
The geography depicts States at greater than 50m scale, Counties at 7.5m to 50m scale, Census Tracts at 200k to 7.5m scale, and Census Block Groups at less than 200k scale.
Scale Range: 1:591,657,528 down to 1:72,224
For more information on this map, including our terms of use, visit us online at http://goto.arcgisonline.com/maps/Demographics/USA_Population_Density",Population Density by Census Tract,[],Map,1866.0,0.1717283268912203
,"This thematic map presents the average household size in the United States in 2012.  The 2012 Average Household Size is the household population divided by total households. The average household size for the U.S. in 2012 is 2.6 persons per household.   This map shows Esri's 2012 estimates using Census 2010 geographies.
The geography depicts States at greater than 50m scale, Counties at 7.5m to 50m scale, Census Tracts at 200k to 7.5m scale, and Census Block Groups at less than 200k scale.
Scale Range: 1:591,657,528 down to 1:72,224
For more information on this map, including our terms of use, visit us online at http://goto.arcgisonline.com/maps/Demographics/USA_Average_Household_Size",Average Household Size by Block Group,[],Map,1856.0,0.17080802503221057
Fire,"Fire Incident Data from January 1, 2007 through the most currently released data. Data is currently scheduled for release by the 5th of the current month for the previous month.",Year of 2011 - Fire Incident Point Map,[],Map,1850.0,0.1702558439168047
Police,"This is the City of Raleigh Police Incident Data for 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015
LCR Column Heading = Code of Incident Type
LCR DESC Column Heading = Description of Incident Type",Driving While Impaired 2009 - 2014,[],Filtered View,1837.0,0.16905945150009202
Fire,"Fire Incident Data from January 1, 2007 through the most currently released data. Data is currently scheduled for release by the 5th of the current month for the previous month.",fire data,[],Map,1830.0,0.1684152401987852
Business,Liquor licenses for the State of North Carolina. Filters can be set by city/township name.,ABC Liquor License,"['license', 'liquor', 'abc', 'business']",Dataset,1822.0,0.1676789987115774
Police,"This is the City of Raleigh Police Incident Data for 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015
LCR Column Heading = Code of Incident Type
LCR DESC Column Heading = Description of Incident Type",Driving While Impaired 2009 - 2013,[],Filtered View,1810.0,0.1665746364807657
Fire,"Fire Incident Data from January 1, 2007 through the most currently released data. Data is currently scheduled for release by the 5th of the current month for the previous month.",Year-of-2014-Fire-Incident-Point-Map/esuv-dhwq,[],Map,1808.0,0.16639057610896374
Fiscal Year 2015,City of Raleigh FY14 and FY15 FINAL Adopted Budgets. Amounts have been rounded to nearest penny.,FY14 And FY15 Adopted Budgets,"['2015', '2015 adopted', 'fy15', 'budget']",Dataset,1797.0,0.16537824406405302
Sustainability,https://maps.raleighnc.gov/arcgis/rest/services/Services/ServicesIMaps/MapServer/46,Soils - City of Raleigh and Surrounding Areas,[],Map,1794.0,0.16510215350635007
Police,"This is the City of Raleigh Police Incident Data for 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015
LCR Column Heading = Code of Incident Type
LCR DESC Column Heading = Description of Incident Type",Driving While Impaired 2009-2014 Heat Map,[],Map,1777.0,0.1635376403460335
Fire,"Fire Incident Data from January 1, 2007 through the most currently released data. Data is currently scheduled for release by the 5th of the current month for the previous month.",TestView1,[],Chart,1757.0,0.161697036628014
,Zoning data covers the geographic area within the City of Raleigh planning jurisdiction. Zoning data includes polygons and labels representing the boundaries for specific zoning codes as defined by the City of Raleigh Zoning Code.,Raleigh Planning Zones Base Boundary and Zone Class,[],Map,1724.0,0.1586600404932818
Sustainability,https://maps.raleighnc.gov/arcgis/rest/services/Services/ServicesIMaps/MapServer/33,Solid Waste Collections - City of Raleigh,[],Map,1703.0,0.15672740658936132
Fiscal Year 2014,City of Raleigh FY13 and FY14 FINAL Adopted Budgets. See attached PDF for an explanation of the budget process.,FY14 Salaries and Wages by DeptID Description Comparison,[],Chart,1693.0,0.15580710473035156
Urban Planning,"View created for Bradley Kimbrell for special request. Explore COR Building Permit data from 2012 to the current date, which covers construction related permits related to buildings. Dataset is updated daily. This dataset does not include plumbing, electrical, mechanical, right of way, grading or other types of permits.",Building Permits Map (2012+) - Bradley View,"['property', 'new buildings', 'blds', 'construction', 'planning']",Map,1677.0,0.15433462175593596
Business,"The businesses listed here are certified by the State of North Carolina and are registered vendors as part of the City of Raleigh's directory of Minority and Women-owned Business Enterprise (MWBE).
The City's Business Assistance Coordinator manages the MWBE Assistance program Minority-Owned Business, maintains this Minority and Women-owned Business Directory, and solicits participation in construction contracts.
Certified businesses in this directory are distributed to City departments for use on city projects.",NC Certified Minority and Women Owned Businesses Directory,"['disadvantaged business', 'dbe', 'business', 'small business', 'businesses']",Dataset,1670.0,0.1536904104546291
Public Safety,"Fire Incident Data from January 1, 2007 through the most currently released data. Data is currently scheduled for release by the 5th of the current month for the previous month.
Attached below is a PDF with all of the codes and an explanation of them. The CoR FD excludes incident types of 300 through 399 and type 661 because of the calls being EMS related and our concerns for privacy.",Fire Incidents-Fires Only (Code=100s),['fire'],Filtered View,1599.0,0.14715626725565986
Urban Planning,"Corporate City limits of Raleigh AND surrounding communities within Wake County. which impacts jurisdiction of addressing, permits, and construction and housing inspections responsibilities, among other city services.",City of Raleigh Boundary Map,"['city limits', 'corporate limits', 'boundary']",Map,1597.0,0.1469722068838579
Business,Liquor licenses for the State of North Carolina. Filters can be set by city/township name.,ABC Liquor License Point Map,"['abc', 'license', 'business', 'liquor']",Map,1585.0,0.1458678446530462
Budget and Management Services,Fiscal Year 2013 Adopted Budget and Fiscal Year 2014 Proposed Budget.,FY13 and FY14 Budget by Division,[],Chart,1561.0,0.1436591201914228
Urban Planning,Zoning data covers the geographic area within the City of Raleigh planning jurisdiction. Zoning data includes polygons and labels representing the boundaries for specific zoning codes as defined by the City of Raleigh Zoning Code.,City Zoning with Fly-out Detail,[],Map,1559.0,0.14347505981962083
Urban Planning,"Explore COR Building Permit data from 2000 to the current date, which covers construction related permits related to buildings. Dataset is updated daily. This dataset does not include plumbing, electrical, mechanical, right of way, grading or other types of permits.",Building Permits Map (2012+),"['property', 'new buildings', 'blds', 'construction', 'planning']",Map,1521.0,0.13997791275538377
Fiscal Year 2014,City of Raleigh FY13 and FY14 FINAL Adopted Budgets. See attached PDF for an explanation of the budget process.,FY 2014 Budget Filter,[],Filtered View,1478.0,0.13602061476164182
Police,"This is the City of Raleigh Police Incident Data for 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014.
LCR Column Heading = Code of Incident Type
LCR DESC Column Heading = Description of Incident Type",Raleigh's DWI Heat Map,[],Map,1469.0,0.13519234308853303
Police,"This is the City of Raleigh Police Incident Data for 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014.
LCR Column Heading = Code of Incident Type
LCR DESC Column Heading = Description of Incident Type",Police Incident Data All Dates - Crime Cat Fq and Date,[],Filtered View,1454.0,0.13381189030001842
Police,"Daily Police Incidents, which is updated every day at 11AM","Daily Police Incidents Snapshot: Part 1, 2 in Raleigh",[],Map,1448.0,0.13325970918461255
,"This thematic map presents the average household size in the United States in 2012.  The 2012 Average Household Size is the household population divided by total households. The average household size for the U.S. in 2012 is 2.6 persons per household.   This map shows Esri's 2012 estimates using Census 2010 geographies.
The geography depicts States at greater than 50m scale, Counties at 7.5m to 50m scale, Census Tracts at 200k to 7.5m scale, and Census Block Groups at less than 200k scale.
Scale Range: 1:591,657,528 down to 1:72,224
For more information on this map, including our terms of use, visit us online at http://goto.arcgisonline.com/maps/Demographics/USA_Average_Household_Size",Average Household Size by Block Group Large View,"['us', 'average', 'avg', '2012']",Map,1419.0,0.13059083379348427
Police,"This is the City of Raleigh Police Incident Data for 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015
LCR Column Heading = Code of Incident Type
LCR DESC Column Heading = Description of Incident Type",Doughnut,[],Filtered View,1395.0,0.12838210933186084
Police,"This is the City of Raleigh Police Incident Data for 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015
LCR Column Heading = Code of Incident Type
LCR DESC Column Heading = Description of Incident Type",Shots Fired 2009 - 2014,[],Filtered View,1372.0,0.12626541505613842
Police,"This is the City of Raleigh Police Incident Data for 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015
LCR Column Heading = Code of Incident Type
LCR DESC Column Heading = Description of Incident Type",Shots Fired 2009 - 2013,[],Filtered View,1361.0,0.12525308301122767
Fiscal Year 2014,City of Raleigh FY13 and FY14 FINAL Adopted Budgets. See attached PDF for an explanation of the budget process.,Divisional Expenditure: Operating Expenditures,[],Filtered View,1341.0,0.12341247929320817
Police,"This is the City of Raleigh Police Incident Data for 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014.
LCR Column Heading = Code of Incident Type
LCR DESC Column Heading = Description of Incident Type",ABC On-Premise Liquor License and DWIs Downtown,[],Map,1335.0,0.12286029817780232
Police,"This is the City of Raleigh Police Incident Data from 2005-present. 

Each row represents a report made by the police officer, but not all reports may have resulted in guilty convictions.

The column heading ""LCR DESC"" represents the description of Incident Type. 
The column heading ""LCR"" is the local code used by police to categorize the Incident Type

Years covered: 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015",Police Incident Data All Dates - Master File,[],Data Lens,1328.0,0.12221608687649549
Fiscal Year 2014,City of Raleigh FY13 and FY14 FINAL Adopted Budgets. See attached PDF for an explanation of the budget process.,FY13 and FY14 Budget Salaries and Wages Filter,[],Filtered View,1324.0,0.12184796613289159
Police,"This is the City of Raleigh Police Incident Data for 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014.
LCR Column Heading = Code of Incident Type
LCR DESC Column Heading = Description of Incident Type",ABC On-Premise Liquor License and DWI Heatmap,[],Map,1323.0,0.1217559359469906
Infrastructure,"Visualization of City of Raleigh solid waste collection stops with flyout details of trash, recycle and yard waste pickup dates.
https://maps.raleighnc.gov/arcgis/rest/services/Services/ServicesIMaps/MapServer/33",Raleigh Solid Waste Collection [arcgis_rest_services_Services_ServicesIMaps_MapServer_33],"['recycle', 'sanitation', 'waste', 'trash']",Map,1229.0,0.11310509847229891
,"This map summarizes racial and ethnic diversity in the United States in 2012. The Diversity Index shows the likelihood that two persons chosen at random from the same area, belong to different race or ethnic groups. The index ranges from 0 (no diversity) to 100 (complete diversity).  
Diversity in the U.S. population is increasing.  The diversity score for the entire United States in 2012 is 61.
The geography depicts States at greater than 50m scale, Counties at 7.5m to 50m scale, Census Tracts at 200k to 7.5m scale, and Census Block Groups at less than 200k scale.
Scale Range: 1:591,657,528 down to 1:72,224
For more information on this map, including our terms of use, visit us online at http://goto.arcgisonline.com/maps/Demographics/USA_Diversity_Index",Raleigh Diversity Index,[],Map,1206.0,0.11098840419657648
Fiscal Year 2014,City of Raleigh FY13 and FY14 FINAL Adopted Budgets. See attached PDF for an explanation of the budget process.,FY13 and FY14 Salaries and Wages,[],Filtered View,1196.0,0.11006810233756673
Fiscal Year 2014 Proposed to Council,The published data set shows the FY2012-13 Adopted and FY2013-14 Proposed Operating Budget detail at the division and line-item level. See the attached documentation for a complete description of the data set and the budget reporting process.,Adopted Proposed  Budget,[],Filtered View,1181.0,0.10868764954905209
Census,"This map summarizes racial and ethnic diversity in the United States in 2012. The Diversity Index shows the likelihood that two persons chosen at random from the same area, belong to different race or ethnic groups. The index ranges from 0 (no diversity) to 100 (complete diversity).  
Diversity in the U.S. population is increasing.  The diversity score for the entire United States in 2012 is 61.
The geography depicts States at greater than 50m scale, Counties at 7.5m to 50m scale, Census Tracts at 200k to 7.5m scale, and Census Block Groups at less than 200k scale.
Scale Range: 1:591,657,528 down to 1:72,224
For more information on this map, including our terms of use, visit us online at http://goto.arcgisonline.com/maps/Demographics/USA_Diversity_Index",Block Groups [arcgis_rest_services_Demographics_USA_Diversity_Index_MapServer_1],"['diversity', 'race']",Map,1180.0,0.10859561936315111
Fiscal Year 2014,City of Raleigh FY13 and FY14 FINAL Adopted Budgets. See attached PDF for an explanation of the budget process.,FY13 and FY14 Salaries and Wages by DeptID Description,[],Chart,1172.0,0.10785937787594331
Sustainability,"A map of electric charging stations across North Carolina. These data and software code (""Data"") are provided by the National Renewable Energy Laboratory (""NREL""), which is operated by the Alliance for Sustainable Energy, LLC (""Alliance""), for the U.S. Department of Energy (""DOE""), and may be used for any purpose whatsoever.",Electric Vehicle Charging Stations Map,"['electric vehicles', 'sustainability', 'electric charging stations']",Map,1170.0,0.10767531750414136
