category,descrip,name,topics,type,views,views_norm
Public Safety,Chicago Police district station locations and contact information.,Police Stations,"['gis', 'facilities']",Dataset,209170.0,0.23956258668496094
Administration & Finance,"The Department of Streets & Sanitation's (DSS) Graffiti Blasters crews offer a vandalism removal service to private property owners. This metric tracks the average number of days DSS takes to complete graffiti removal requests per week. Median days to complete requests as well as total number of requests fulfilled per week are available by mousing over columns. Currently the performance target for completing a graffiti removal request is 10 days. For more information on graffiti removal requests, see https://data.cityofchicago.org/d/hec5-y4x5",Performance Metrics - Streets & Sanitation - Graffiti Removal,"['graffiti', 'service delivery', 'performance metrics']",Dataset,206704.0,0.23673827469583672
Community & Economic Development,"Small Business Improvement Fund (SBIF) program grants made since 2001. SBIF uses Tax Increment Financing (TIF) revenues to help owners of commercial and industrial properties within specific TIF districts to repair or remodel their facilities for their own business or on behalf of tenants. For more info, go to http://bit.ly/p91J7T.",Small Business Improvement Fund (SBIF) Grant Agreements,"['sustainability', 'sbif', 'tif']",Dataset,194000.0,0.2221883722182073
Buildings,"This list describes landlords and property owners who are designated  ""problem landlords"". Landlords on this list have had two or more administrative hearing causes brought against them and were found liable or defaulted to one or more serious building violations.",Problem Landlord List - Map,"['violations', 'buildings']",Map,192487.0,0.22045553197508283
Transportation,"Map shows physical locations where CTA fare media, such as Transit Cards, CTA Passes and Chicago Cards were sold through approximately July 2014, prior to the implementation of Ventra cards. The locations for Ventra card sales/reloading are more extensive and not yet available in this format.  Please see http://www.transitchicago.com/ventra for information on the Ventra program and https://www.ventrachicago.com/retailers/locations to find Ventra retail locations.",CTA - Map of Fare Media Sales Outlets (deprecated August 2014),"['deprecated', 'chicago transit authority', 'cta']",Map,188959.0,0.21641491044319708
Transportation,List of all Chicago streets with suffixes and minimum and maximum address numbers.,Chicago Street Names,"['gis', 'streets']",Dataset,154772.0,0.1772605089946205
Community & Economic Development,"Vacant property owned and managed by the City of Chicago Department of Planning and Development. Information provided in the database, or on the City?s website generally, should not be used as a substitute for title research, title evidence, title insurance, real estate tax exemption or payment status, environmental or geotechnical due diligence, or as a substitute for legal, accounting, real estate, business, tax or other professional advice. The City assumes no liability for any damages or loss of any kind that might arise from the reliance upon, use of, misuse of, or the inability to use the LIS database or the City?s web site and the materials contained on the website. The City also assumes no liability for improper or incorrect use of materials or information contained on its website. All materials that appear in the LIS database or on the City?s web site are distributed and transmitted ""as is,"" without warranties of any kind, either express or implied as to the accuracy, reliability or completeness of any information, and subject to the terms and conditions stated in this disclaimer.",City-Owned Land Inventory,['city-owned vacant land'],Dataset,113126.0,0.1295633082245202
Buildings,"The Chicago Building Scofflaw Ordinance (Section 2-92-416 of the Municipal Code of Chicago) is designed to prevent landlords that refuse or refrain from correcting ongoing building code violations from receiving city contracts, including those that subsidize housing. Building owners must have a least three residential buildings with uncorrected violations and have had three or more properties referred to Circuit Court within the applicable 12 month period to be eligible for the list. The building code scofflaw list is updated once a year on the first business day of December, and building owners may appeal being named on the list. Building owners with controlling interest in at least three residential properties that have habitual, extensive or serioues building code violations are now ineligible for any new city contracts in 2015. The following individuals or entities have been placed on the Building Code Scofflaw list for the entire calendar year.",Building Code Scofflaw List - Map,"['violations', 'buildings', 'scofflaw']",Map,101546.0,0.11630072394469113
Transportation,"This data contains rest area related information such as services available, location information, location and rest area name. The data is intended to provide basic location and service information to the traveling public.",IDOT Rest Areas Map,"['area', 'rest']",Map,91789.0,0.10512602318318057
Service Requests,"This map shows potholes patched in the last seven days, based on the corresponding 311 service requests at https://data.cityofchicago.org/id/7as2-ds3y.",Potholes Patched - Last Seven Days,"['pot holes', 'streets']",Map,86775.0,0.09938348453213885
