category,descrip,name,topics,type,views,views_norm
Infrastructure & Transportation,The downtown Gainesville area provides free time limited parking as well as metered and long term parking. This dataset contains spatial locations and selected attributes for off-street parking facilities in the downtown and university areas maintained by the City of Gainesville.,City Parking Lots,"[u'parking', u'parking lots']",Map,84.0,0.011988011988011988
Governance,"This is a list of the facilities owned by the City of Gainesville. It includes the location, year built, square footage and type along with other useful information for each building. Some records have been omitted as a security precaution.",City Facilities,"[u'buildings', u'city', u'city-owned', u'facilities', u'gainesville']",Dataset,82.0,0.01170258313115456
Quality of Life,Local organizations receiving assistance from the Community Grant Program for FYs2011-2013 (October 2010 through September 2013).,Community Grant Program,[],Dataset,77.0,0.01098901098901099
Quality of Life,"This layer details the location, size, and type of parks/natural areas in the City of Gainesville.",City Parks,[u'park'],Map,77.0,0.01098901098901099
Economic Development & Redevelopment,This dataset includes boundaries for the Redevelopment Areas.  The areas covered in the dataset are downtown and areas adjacent to downtown.,CRA Districts,"[u'community redevelopment agency', u'cra', u'fifth avenue', u'pleasant street', u'downtown']",Map,76.0,0.010846296560582275
Infrastructure & Transportation,This dataset contains parking enforement areas for the city of gainesville. Parking within these areas are restricted and usually require neighborhood parking decals during partiular hours of the day.,Parking Enforcement Areas,"[u'parking', u'enforcement', u'areas']",Map,76.0,0.010846296560582275
Governance,"This dataset contains the year, area, and type of annexation that has taken place in the City of Gainesville from it's original boundaries established in 1854. This dataset, along with other spatial data, is best viewed as an export to GIS software such as ArcGIS or QGIS.
These are the descriptions of the codes on how the property was annexed:
A: By an act of the legislature.
B: Through a referendum under the Boundary Adjustment Act.
C: By the Corporate Limits Council.
G: Through a referendum under General Laws.
O: Encompasses the original city limits. 
V: Voluntarily by the property owner.",Annexation History,"[u'annex', u'city', u'boundary', u'growth', u'land']",Map,72.0,0.010275438846867418
Infrastructure & Transportation,This data represents the 2013 parking program decal zones enforced by the City of Gainesville Public Works department.,Parking Decal Zones,"[u'parking', u'parking program', u'decal', u'decal zones', u'parking decal']",Map,68.0,0.009704581133152562
Public Safety,GFR and ACFR fire stations,Fire Stations,[u'fire stations'],Map,68.0,0.009704581133152562
Governance,Applicant demographic data for submissions to open positions at City of Gainesville (General Government & GRU) since October 2011.,Applications by State of Residence,"[u'hr', u'human resources', u'job', u'applicant', u'demographic']",Chart,61.0,0.008705580134151562
Governance,Boundaries of the voting precincts with designated voting location for Alachua county.,Voting Precincts,"[u'voting', u'precincts', u'vote']",Map,60.0,0.00856286570572285
Public Safety,Fire response districts (first dues) for Gainesville Fire Rescue and Alachua County Fire Rescue,Fire Response Districts,"[u'fire districts', u'gfr', u'acfr']",Map,59.0,0.008420151277294135
Environment & Energy,"LP gas consumption in gallons for all GRU customers, by service address, by month - January 2012 to present.",GRU Customer LP Gas Consumption,[],Data Lens,59.0,0.008420151277294135
Infrastructure & Transportation,Parking Operations maintains and collects over 400 parking meters in the downtown area and university context area. This dataset contains the spatial locations and selected attributes of a majority of these parking meters.,On Street Parking Meters,"[u'parking', u'parking meters', u'on-street meters', u'metered spaces']",Map,58.0,0.00827743684886542
Human Potential,"Senior Recreation Center facility usage for programs and events, including counts of participation and attendance since FY2013 (October 2012).",Senior Recreation Center,[],Data Lens,58.0,0.00827743684886542
Governance,Annexation is when unincorporated property becomes incorporated into the city. This data set contains annexation activity beginning in 1985 to present. Explore the data lens associated with this data set to experience this data through different visualizations.,Annexation Activity,"[u'annexation', u'property', u'tax', u'city', u'boundary']",Dataset,56.0,0.007992007992007992
Governance,Annexation is when unincorporated property becomes incorporated into the city. This is a data lens that explores the Annexation Activity data set by providing several visualizations. The data set contains annexation activity beginning in 1985 to present.,Annexation Activity,[],Data Lens,55.0,0.007849293563579277
Environment & Energy,Quarterly audit report of the Minimum Sustainability Standards for Forest-Produced Biomass (MSS) and a revision of the GREC Operating Procedures.,Additional GREC Documents,"[u'gru', u'grec', u'biomass', u'audit', u'mss']",File or Document,51.0,0.007278435849864422
Economic Development & Redevelopment,HUBZone areas are defined by the Federal Government’s Small Business Administration (SBA). The Historically Underutilized Business Zones (HUBZone) program helps small businesses in urban and rural communities gain preferential access to federal procurement opportunities.,HUBZone for Small Businesses,"[u'hubzone', u'hub', u'zone', u'economic', u'development']",Map,50.0,0.007135721421435707
Quality of Life,Assistance and counseling programs provided to local citizens by the Housing and Community Development department.,Housing Assistance and Counseling Programs,"[u'housing', u'assistance', u'counseling', u'development', u'programs']",Dataset,45.0,0.0064221492792921366
Environment & Energy,"For NPDES Stormwater sewer system enhanced mapping project. Contains a GIS polygon feature class of stormwater basins in Gainesville, FL as a result of the NPDES stormwater system mapping project.  This feature does not participate in the GIS network, and is for cartographic purposes only. This file is current only up to 02/04/08 and may be incomplete, and only covers those areas of Gainesville, FL that have been mapped up to 02/04/08.  The file is also subject to constant updating as project progresses. This feature class is for informational purposes only. Do not rely on this file for accuracy of dimensions, size or location. The City of Gainesville does not assume responsibility to update this information for any error or omission in this file. This shapefile may indicate the zoning/land use on the properties as shown. Do not rely on this file for accuracy of dimensions. For specific information, contact the City of Gainesville, Florida.",Stormwater Features,"[u'storm sewer', u'stormwater', u'pond', u'basin', u'depression']",Map,37.0,0.005280433851862424
Infrastructure & Transportation,,Sidewalks,[],Map,31.0,0.0044241472812901386
Environment & Energy,"For NPDES Stormwater sewer system enhanced mapping project. Contains a GIS polygon feature class of stormwater basin structures in Gainesville, FL as a result of the NPDES stormwater system mapping project.  This feature does not participate in the GIS network, and is for cartographic purposes only.
This file is current only up to 02/04/08 and may be incomplete, and only covers those areas of Gainesville, FL that have been mapped up to 02/04/08.  The file is also subject to constant updating as project progresses. This feature class is for informational purposes only. Do not rely on this file for accuracy of dimensions, size or location. The City of Gainesville does not assume responsibility to update this information for any error or omission in this file. This shapefile may indicate the zoning/land use on the properties as shown. Do not rely on this file for accuracy of dimensions. For specific information, contact the City of Gainesville, Florida.",Stormwater Structures,"[u'storm sewer', u'stormwater', u'overflow box', u'gainesville', u'fl']",Map,30.0,0.004281432852861425
Environment & Energy,"Show permeable pavement for purposes of stormwater drainage. This feature class is for informational purposes only. Do not rely on this file for accuracy of dimensions, size or location. The City of Gainesville does not assume responsibility to update this information for any error or omission in this file. This shapefile may indicate the zoning/land use on the properties as shown. Do not rely on this file for accuracy of dimensions. For specific information, contact the City of Gainesville, Florida.",Stormwater Permeable Pavement,"[u'storm sewer', u'stormwater', u'pavement', u'permeable', u'gainesville']",Map,29.0,0.00413871842443271
Economic Development & Redevelopment,Footprint of buildings located in the Historic Preservation Districts.,Historic Structures,"[u'historic', u'structures', u'preservation', u'footprint']",Map,27.0,0.0038532895675752817
Infrastructure & Transportation,,Curb Ramps,[],Map,22.0,0.0031397174254317113
,,Templates,[],Dataset,21.0,0.002997002997002997
,http://www.cityofgainesville.org/ArcGIS/rest/services/Bike_Trails/MapServer/0,Bike Trails [ArcGIS_rest_services_Bike_Trails_MapServer_0],[],Map,18.0,0.0025688597117168544
Economic Development & Redevelopment,"This dataset represents the Gainesville Enterprise Zone boundaries. An Enterprise Zone is a specific geographic area that has been targeted for economic revitalization. The Florida Enterprise Zone Program provides tax incentives to businesses that choose to start businesses within an enterprise zone. Tax incentives can include but are not limited to a sales and use tax credit, tax refund for business machinery and equipment used in an enterprise zone, sales tax refund for building materials used in an Enterprise Zone, and a sales tax exemption for electrical energy used in an enterprise zone.",Enterprise Zones,"[u'enterprise', u'zone', u'revitalization', u'tax', u'boundary']",Map,16.0,0.0022834308548594262
,,Multiuse Paths,[],Map,14.0,0.001998001998001998
Economic Development & Redevelopment,Businesses licensed to operate in the City of Gainesville.,New Business Licenses Issued Since 7/1/2014,"[u'business license', u'business tax']",Map,12.0,0.0017125731411445698
Governance,The raw data for the fiscal year 2017 proposed expenses for the city of Gainesville.,FY2017 Proposed Expenses,"[u'budget', u'money', u'expenses']",Dataset,9.0,0.0012844298558584272
