category,descrip,name,topics,type,views,views_norm
City Services,"Neighborhood boundaries are created based on zip code, zoning district boundaries and census tract boundaries. This GIS data layer was produced by the BRA Office of Digital Cartography and GIS.  These boundaries should not be considered official neighborhood boundaries for the City of Boston.  The locations of features and boundaries shown on this map are approximate and are intended for planning and visualization purposes only. This is not intended for survey, engineering, or legal purposes.   March 2011",Boston Neighborhood Shapefiles,"[u'neighborhoods', u'bra', u'shapefiles']",File or Document,3630.0,0.0005950394365255205
City Services,Open constituent requests for city services,"311, Open Service Requests Map","[u'service requests', u""mayor's office"", u'311']",Map,3027.0,0.0004961940425241737
Permitting,Listing of food establishments with active licenses,Active Food Establishment Licenses,"[u'restaurants', u'inspections', u'business', u'food']",Dataset,2885.0,0.00047291701773447014
Permitting,,Public Works Active Work Zones,"[u'public works', u'construction', u'work zones', u'paving']",Dataset,2832.0,0.00046422911411577795
City Services,RJP Compliance Data,"Boston Jobs Policy Compliance Reports, Boston Residents Jobs Policy Office","[u'jobs', u'bra', u'residency']",Filtered View,2771.0,0.00045422982881879263
Public Safety,Crime Incident Reports provided by Boston Police Department,Crime Incident Reports by Weapon Type,"[u'police', u'crime', u'incidents', u'safety']",Chart,2285.0,0.0003745633918624833
Transportation,"Boston taxi cab pick-up and drop-offs over 7-months from 05/2012 through 11/2012 . Locations outside of central business districts were excluded from the data set. The accompanying shape files indicate the ares included in this data set in the file ""data_request_06302014"". This filtering results in Trip IDs not always having corresponding pick-ups and drop-offs.",Boston Taxi Data,"[u'taxi', u'transportation']",File or Document,2272.0,0.0003724323966352569
Finance,"All City of Boston employees earnings, calendar year 2011",Employee Earnings Report 2011,"[u'employees', u'payroll', u'finance', u'2011']",Dataset,2224.0,0.00036456410656549796
City Services,RJP Compliance Data,"Boston Jobs Policy Compliance Reports, Boston Redevelopment Authority","[u'jobs', u'bra', u'residency']",Filtered View,2180.0,0.0003573515073348856
Permitting,Listing of food establishments with active licenses,Active Food Establishment Map,"[u'inspections', u'business', u'restaurants', u'food']",Map,2022.0,0.0003314517191885957
Finance,Earnings for City of Boston Employees for calendar year 2015.,Employee Earnings Report 2015,"[u'employees', u'payroll', u'finance']",Dataset,1866.0,0.0003058797764618791
City Services,The list of all property addresses in the city,Master Address List,"[u'addressing', u'parcels', u'gis', u'property', u'location']",Dataset,1777.0,0.0002912906552908677
City Services,Calls for storm related service to the Mayor's Hotline during Nemo (2/8/2013-2/10/2013),311 (NEMO Snow Related Calls),"[u'311', u'service requests', u""mayor's office"", u'snow', u'nemo']",Dataset,1682.0,0.00027571799786113647
Public Safety,BPD FIO 2011 Thru June 2015,Boston Police Department FIO,"[u'bpd', u'policing']",Dataset,1523.0,0.00024965428700505994
Health,"Urban orchards and fruit trees in and around the city of Boston. Please note: locations have not been verified, and may be on private property, inaccessible, not bearing fruit, or no longer there. Always confirm permission to enter and forage with any property owners. Use utmost caution in identifying and consuming any fruit. Feel free to contact us with any information pertaining to current conditions, and we will update the data.",Urban Orchards,"[u'food', u'food initiatives', u'fruit', u'orchards', u'trees']",Dataset,1477.0,0.00024211384235487432
City Services,Current street sweeping schedules,Street Sweeping Schedules,"[u'public works', u'parking', u'street sweeping']",Dataset,1465.0,0.00024014676983743458
City Services,trash/recycling schedules by address,Trash Schedules by Address,"[u'trash', u'recycling', u'sanitation', u'public works']",Dataset,1278.0,0.000209493223107332
City Services,Executive order signed by Mayor Walsh regarding open data and transparency,COB - Executive Order - Open Data 4-7-2014,"[u'open data', u'transparency', u'mayor', u'executive order']",File or Document,1212.0,0.00019867432426141346
City Services,,Mayors 24 Hour Hotline (Cases created last 90 days),"[u'311', u'service requests', u""mayor's office""]",Dataset,1183.0,0.00019392056567760075
Finance,"The CORI Vendor Report is a report of Vendors that have Contracts for $5,000 or greater.
Vendors are listed more than once where the vendor has more than one contact.",CORI Vendor Report,"[u'vendors', u'cori', u'finance', u'contracts']",Dataset,1148.0,0.00018818327083506818
City Services,Department of Neighborhood Development managed city owned property. Spatial projection WGS 84 long lat (EPSG:4326) .,Department of Neighborhood Development - Property Inventory,"[u'housing', u'development', u'neighborhood', u'property']",Dataset,1127.0,0.00018474089392954865
Facilities,Buildings and space owned by the City of Boston,City of Boston Owned Property,[],Map,1104.0,0.0001809706716044558
,Location of Boston Public Schools for school year 2012-2013,Boston Public Schools (School Year 2012-2013),"[u'facilities', u'education', u'schools', u'gis']",Dataset,1081.0,0.00017720044927936298
,Parking tickets issued 2/23/2015 - 3/1/2015,Parking Tickets,"[u'tickets', u'parking', u'citations', u'transportation', u'hubhacks']",Dataset,1075.0,0.00017621691302064312
,"This data set contains electricity, natural gas, and heating oil usage for all City buildings above 25,000 square feet. This data set is exclusive to the April 5/7 Clean Web Challenge.",Municipal Energy Data,"[u'energy', u'buildings', u'electricity', u'kwh', u'berdo']",Dataset,974.0,0.00015966071933219198
Health,Food banks and food pantries in the city of Boston and surrounding areas that are partially supplied with local produce. Accurate as of August 2012. Inaccurate information? Let us know!,Food Pantries,"[u'food', u'food initiatives', u'hunger', u'food access']",Dataset,960.0,0.00015736580139517897
Health,Community garden sites throughout Boston. Access may be restricted to community members. Inaccurate information? Contact us with corrections.,Community Gardens,"[u'food', u'office of food initiatives', u'gardens', u'food access', u'food security']",Dataset,943.0,0.000154579115328806
Public Safety,Boston Police Department station locations,Boston Police District Stations,"[u'police', u'facilities', u'gis']",Dataset,928.0,0.00015212027468200633
,,Boston Open Budget - Operating Budget,[],Dataset,789.0,0.0001293350180216627
Public Safety,911 Dispatch 2/23/2015 - 3/1/2015,Boston Police Department 911,"[u'police', u'911', u'dispatch', u'safety', u'hubhacks']",Dataset,775.0,0.0001270401000846497
Permitting,vehicle tax bills for Boston residents for 2014,Vehicle Excise Tax 2014,"[u'excise', u'vehicles', u'dmv', u'autos', u'cars']",Dataset,742.0,0.0001216306506616904
Public Property,This is a list of a City-run swimming pools that are open year round.,Year-Round Swimming Pools,"[u'recreation', u'health', u'facilities']",Dataset,723.0,0.00011851611917574416
,Alcohol licenses are issued to places of business after they receive approval from this Board and the Alcoholic Beverages Control Commission (“ABCC”).,Liquor Licenses,"[u'licensing board', u'liquor licenses', u'alcohol', u'hubhacks']",Dataset,704.0,0.00011540158768979791
City Services,The policy that covers all open and proctected data within the City of Boston. Managed by the office of the CIO under the authority of Executive Order,Open and Protected Data Policy,"[u'policy', u'data', u'open. protected']",File or Document,676.0,0.00011081175181577186
Permitting,"Permits issued by Public Works, Transportation, Inspectional Services, and the Fire Department",Issued Moving Truck Permits,"[u'isd', u'hubhacks', u'transportation', u'fire', u'inspection']",Filtered View,622.0,0.00010195992548729303
Permitting,"Permits issued by Public Works, Transportation, Inspectional Services, and the Fire Department","Moving Truck Permits, September 2015","[u'occupancy', u'public works', u'transportation', u'hubhacks', u'isd']",Filtered View,615.0,0.00010081246651878653
Public Safety,represents the non-administrative dispatches for public safety agencies,911 Daily Dispatch Count By Agency,"[u'911', u'public safety', u'dispatch']",Dataset,605.0,9.917323942092008e-05
,Urban farms in the city of Boston.,Urban Farms,"[u'food', u'food initiatives', u'urban agriculture']",Dataset,599.0,9.818970316220021e-05
City Services,"This file contains all tweets sent from March 1, 2014 to March 1, 2015 that tag the @NotifyBoston account in the content of the tweet.",Tweets sent from any user tagging the @NotifyBoston account in the tweet from March 2014 - March 2015,"[u'twitter', u'tweets', u'engagement', u'service', u'communication']",Dataset,599.0,9.818970316220021e-05
Health,"Corner stores and bodegas participating in the Healthy Corner Stores Initiative sponsored by the Boston Public Health Commission, and other community health center healthy corner store project locations. Accurate as of December 2012: please contact with corrections and updates!",Healthy Corner Stores,"[u'food', u'food initiatives', u'corner stores', u'public health', u'food access']",Dataset,595.0,9.753401232305363e-05
,Corner store locations in Boston,Corner Stores,"[u'corner stores', u'retail', u'food', u'food access', u'food initiatives']",Dataset,563.0,9.2288485609881e-05
City Services,All signals received from Big Belly trash receptacles throughout the city for the year 2014,Big Belly Alerts 2014,"[u'big belly', u'trash', u'sanitation', u'public works', u'hubhacks']",Dataset,513.0,8.409235012054876e-05
City Services,Counts of the number of connections to Wicked Free Wi-Fi by neighborhood,Wicked Free Wi-Fi Daily Connections,"[u'wifi', u'wi-fi', u'wireless', u'internet', u'web']",Dataset,504.0,8.261704573246896e-05
Transportation,Extract of MBTA Bus location data 2/23/2015-3/1/2015,MBTA Bus Location Data,"[u'bus', u'location', u'transportation', u'hubhacks']",External Link,489.0,8.015820508566929e-05
Transportation,Waze Jam data 2/21/2015 - 3/1/2-15. Join with Waze point data set by UUID for detailed location,Waze Jam Data,"[u'waze', u'traffic', u'jams', u'hubhacks']",Dataset,484.0,7.933859153673606e-05
Transportation,Waze Alerts 2/23/2015 - 3/1/2015. Join with Jam Data and Point data by UUID.,Waze Alert Data,"[u'waze', u'transportation', u'alerts', u'traffic', u'hubhacks']",Dataset,465.0,7.622406005078981e-05
,,Boston Open Budget - Capital Budget,[],Dataset,460.0,7.540444650185659e-05
,"Operation details for summer farmers' market in Boston. Subject to change in future; information listed is accurate as of Spring 2013. All markets have at least one vendor who accepts WIC/Senior FMNP benefits; many, but not all, markets also accept SNAP and EBT/Boston Bounty Bucks benefits.",Summer Farmers' Markets,"[u'food', u'food initiatives', u'farmers markets', u'retail', u'food access']",Dataset,452.0,7.409306482356342e-05
Public Safety,911 dispatch for 2/23/2015-3/1/2015,EMS 911 Dispatch,"[u'ems', u'ambulance', u'911', u'dispatch', u'health']",Dataset,443.0,7.261776043548362e-05
Transportation,Workorders for sign replacement/repair,BTD - Sign Shop Completed Workorders,"[u'signs', u'btd', u'transit', u'workorders']",Dataset,427.0,6.99949970788973e-05
Permitting,Inspectional Services violations found by Code Enforcement with citations issued,Code Enforcement - Building and Property Violations (September 2015 Move In),"[u'code enforcement', u'violations', u'citations', u'buildings', u'permits']",Map,426.0,6.983107436911067e-05
Facilities,School gardens in and near the City of Boston. School grounds may be private property. Inaccurate information? Let us know!,School Gardens,"[u'food', u'gardens', u'urban agriculture', u'schools', u'boston public schools']",Dataset,425.0,6.966715165932402e-05
Facilities,Electric Power Cost & Usage Details from Department of Public Works,"Street Light Control Box, Electric Power Cost & Usage Details","[u'street lights', u'infrastructure', u'public works', u'lighting', u'efficiency']",Dataset,416.0,6.819184727124422e-05
,,Boston Open Budget - City Council Districts,[],Map,408.0,6.688046559295106e-05
Permitting,Establishments licensed by the Boston Licensing Board,All Section 12 Alcohol Licenses,"[u'liquor', u'license', u'alcohol', u'permitting']",Dataset,394.0,6.458554765593803e-05
Permitting,Inspectional Services violations found by Code Enforcement with citations issued,Code Enforcement - Building and Property Violations (September 2015 Move In Filter),"[u'citations', u'buildings', u'permits', u'code enforcement', u'violations']",Filtered View,394.0,6.458554765593803e-05
City Services,"Please note: these locations are NOT accurate for 2013's CANshare initiative, and will be updated shortly to reflect participating locations for the upcoming season. (Sept 2013)",Boston CANshare Sites 2012,"[u'office of food initiatives', u'food', u'food access', u'food security', u'hunger']",Dataset,382.0,6.261847513849829e-05
Finance,Economic indicators collected by the Boston Redevelopment Authority. Figures subject to update.,Economic Indicators,"[u'economics', u'indicators', u'bra', u'growth', u'hubhacks']",Dataset,378.0,6.196278429935171e-05
Inspectional Services,This is a list of all active retail bakeries in the city.,Retail Bakery,[u'food'],Dataset,368.0,6.0323557201485274e-05
,"Where to find fresh, local food in Boston and nearby, including farmers' markets, CSA pickup locations (including seafood CSAs), and the future site of the Boston Public Market. Information subject to change; please contact with updates and corrections.",Local Food Distribution,"[u'food', u'food initiatives', u'food access', u'farmers markets']",File or Document,351.0,5.753687113511231e-05
Public Health,Locations of Hospitals within the city,Hospital Locations,"[u'health', u'facilities', u'hospitals']",Dataset,348.0,5.704510300575238e-05
Health,"Locations to access fresh, local seafood throughout the city of Boston and environs. Categories include: publicly accessible fishing locations, farmers' markets with fresh day boat fish, and fish CSA distribution points. Seafood retail locations to come! Accurate as of August 2012: please contact with corrections and updates. Source database available on OpenData. PDF.",Fresh Seafood Map,"[u'food', u'food initiatives', u'fresh food', u'local food', u'food access']",File or Document,348.0,5.704510300575238e-05
Health,Boston Public Health Commission Asbestos permitting,Asbestos Removal Permits,"[u'permits', u'health', u'bphc', u'hubhacks', u'asbestos']",Dataset,340.0,5.573372132745922e-05
Health,Winter farmers' market in Boston and surrounding areas. Subject to change in future seasons; times listed were accurate as of December 2012.,Winter Farmers Markets,"[u'food', u'food initiatives', u'fresh food', u'local food', u'food access']",Dataset,317.0,5.196349900236639e-05
City Services,web statistics for http://www.cityofboston.gov/parking/payment.asp for 2014,Parking Tickets Portal Web Statistics,"[u'parking', u'website', u'online', u'city services', u'payments']",Dataset,311.0,5.097996274364652e-05
Health,"Institutions and programs offering community-based culinary and nutrition education programming, as of summer 2012. Have an update or see something inaccurate? Please let us know: genevieve.goldleaf@cityofboston.gov",Community Culinary And Nutrition Programs,"[u'food initiatives', u'food', u'health', u'nutrition', u'food access']",Dataset,309.0,5.065211732407323e-05
City Services,"This file contains all tweets sent from the @NotifyBoston twitter account from March 1, 2014 through March 1, 2015, including time stamp, tweet content, and engagement (i.e. retweets, favorites)",Tweets sent from @NotifyBoston from March 2014 - March 2015,"[u'twitter', u'tweets', u'engagement', u'social media']",Dataset,306.0,5.0160349194713293e-05
,2/21/2015-3/1/2015 Waze point data to use with Jam and Alert datasets. Join by UUID column,Waze Point Data,"[u'waze', u'location', u'points', u'hubhacks']",Dataset,304.0,4.9832503775140005e-05
Health,Data as provided by Runkeeper. Separate licensing may apply.,Runkeeper,[],External Link,300.0,4.917681293599343e-05
Facilities,List of all LED retrofitted street lights.,Street Light Retrofits(2014),"[u'street light', u'energy', u'environment', u'efficiency', u'hubhacks']",Dataset,297.0,4.868504480663349e-05
Permitting,Consumer Affairs Entertainment Licenses,Entertainment Licenses,"[u'entertainment', u'venues', u'licenses', u'permits', u'hubhacks']",Dataset,292.0,4.786543125770027e-05
Facilities,Location of all streetlights in the city,Streetlight Locations,"[u'streetlights', u'infrastructure', u'lights', u'public works', u'hubhacks']",Map,282.0,4.622620415983382e-05
,A map showing the parcels comprising each of the districts,Main Street Districts,[],External Link,273.0,4.475089977175402e-05
