category,descrip,name,topics,type,views,views_norm
Agriculture,"The Colorado Department of Agriculture is dedicated to protecting the health and well-being of those animals in pet care facilities and has established the Pet Animal Care Facilities as a model program for other states across the country. No other state currently has a program as inclusive and comprehensive, making Colorado a leader for pet care in the United States. This dataset presents the summary of statistics for pet care facilities in Colorado during the 2013 license year.",2013 PACFA Summary of Shelter Statistics,"[u'agriculture', u'pacfa', u'animal', u'pet', u'shelter']",File or Document,1171.0,0.23471637602725998
Public Safety,"BlackBearHumanConflict is an ESRI SDE Feature Class showing human/bear conflict areas for Black Bear (Ursus americanus) in Colorado. Human/bear Conflict Areas are defined as that portion of the overall range where two or more confirmed black bear complaints per season were received which resulted in Colorado Division of Wildlife investigation, damage to persons or property (cabins, tents, vehicles, etc.), and/or the removal of the problem bear(s). This does not include damage caused by bears to livestock.This information was derived from field personnel. A variety of data capture techniques were used including drawing on mylar overlays at 1:50,000 scale USGS county mapsheets and implementation of the SmartBoard Interactive Whiteboard using stand-up, real-time digitizing at various scales (Cowardin, M., M. Flenner. March 2003. Maximizing Mapping Resources. GeoWorld 16(3):32-35).",Black Bear Human Conflict Area,[],External Link,1074.0,0.2152736019242333
State,The Office of Information Technology has six strategic priorities. We envision that these priorities will be in place for the long-term. What will change from year to year are the initiatives that we choose to pursue for each priority. The playbook describes OIT's plans for each of the priorities in FY14 and beyond as well as what we plan to specifically achieve this fiscal year.,OIT Playbook  - FY14,"[u'playbook', u'oit', u'strategic', u'plan', u'2014']",File or Document,1042.0,0.20885949087993586
Human Services,Useful information about the locations of social services from the Colorado Department of Human Services within the State of Colorado.,Map of CDHS Locations,[u'social services'],Map,1021.0,0.20465023050711564
Higher Education,"The Degree File includes all students who have received a certificate, degree, or formal award approved by DHE during the report year. Also contains data on age, ethnicity, program name, and residency.
Data may be perturbed. We perturb some data where the student count is small enough in areas of student achievement where someone could personally identify a student. Usually, counts of 10 or less. 
Row counts are shown per instance. This may lead to student counts being duplicated in some areas where a student is enrolled in multiple institutions or enrolled in multiple degree programs or awarded multiple degrees.",CDHE - Degrees Awarded,"[u'cdhe', u'degrees awarded', u'student', u'degree', u'higher education']",Dataset,1008.0,0.20204449789536982
Human Services,Useful information about the locations of social services from the Colorado Department of Human Services within the State of Colorado.,Pie Chart of Colorado County Populations,[u'social services'],Chart,971.0,0.19462818200040088
Recreation,"Publicly Accessible Open Space Inventory - Denver Metro Green Space Study. (Copyright 2011. The Trust for Public Land. All Rights Reserved) In 2011, The Trust for Public Land (TPL) partnered with Great Outdoors Colorado (GOCO) to examine conservation priorities for children's access to green spaces, protecting riparian habitats, and enhancing regional trail connectivity across the 8-county Denver Metropolitan region. The study area for this project includes all or portions of the following counties: Adams, Arapahoe, Jefferson, Denver, Douglas, Weld, Broomfield, and Boulder. Study area boundaries were defined to encompass the Denver Regional 2035 Urban Growth boundary, using the MPO boundary to the east and the mountain backdrop to the west. A fundamental milestone for this project was to create an up-to-date inventory of publicly accessible parks, green space, and trails. The dataset depicts publicly access parks and open space, with over 30 jurisdictions and organizations contributing data including: Counties: Adams Arapahoe Jefferson Denver Douglas Weld Broomfield Boulder Cities and Local Jurisdictions: Arvada Aurora Boulder Brighton Castle Rock Commerce City Golden Greenwood Village Highlands Ranch Ken Caryl Lakewood Littleton Longmont Louisville Parker Thornton Westminster Wheat Ridge Foot Hills Recreation District South Suburban Parks and Recreation Other Partners: Learning Landscapes DRCOG COMAP State of Colorado Colorado Open Lands",Greenprint Data - Parks & Open Space,[],External Link,955.0,0.19142112647825216
Environment,This is a layer package created by the Colorado Parks and Wildlife GIS Unit for distributing Colorado wildlife GIS data in a File Geodatabase (9.3.1 and 10.0 compatible) format for public distribution.,All Colorado Parks and Wildlife Species Activity Mapping Data,"[u'parks', u'wildlife', u'species']",External Link,904.0,0.1811986370014031
State,,FirstNet Colorado Governing Body,[],Map,842.0,0.16877129685307676
Recreation,"The Hunter Resource Report allows hunters to create a list of important emergency and contact information, field office locations, campgrounds, CDOW license agents & more. Annotation tools allow you to customize your printable maps and a variety of search options mean you should be able to find reference maps, Township, Range and Sections and place locations for almost any natural feature in Colorado.",Colorado Hunting Atlas,"[u'hunt', u'hunting', u'game']",External Link,834.0,0.1671677690920024
Human Services,Useful information about the locations of social services from the Colorado Department of Human Services within the State of Colorado.,CDHS Locations,[u'social services'],Dataset,814.0,0.1631589496893165
Human Services,A demonstration map to show how to present statistics by county boundaries.,Map of Colorado Population by County Boundary,[u'social services'],Map,784.0,0.15714572058528764
Health,"Includes information on the following topics:
Aging, Alcohol, Arthritis,Asthma, Autism (ASD), Birth Defects, Births, Blood Disorders,  Breastfeeding, Cancer, Chronic Diseases, Deaths, Diabetes, Disease Classification, Foodborne Illness, Genomics, Growth Charts, Healthy Water, Heart Disease, HIV/AIDS, Immunizations, Injuries & Violence, Life Expectancy, Lyme Disease, MRSA, Oral Health, Overweight & Obesity, Physical Inactivity, reproductive Health, Smoking & Tobacco, STDs, Vital Signs, Workplace",Centers for Disease Control (CDC) Data & Statistics by Topic,"[u'disease', u'cdc']",External Link,764.0,0.15313690118260173
State,"This document lays out the principles and decision criteria for employing “cloud first” services in specific instances and differentiates the different service and delivery models that may be appropriate for different application scenarios. Given the state of the industry, Colorado’s IT infrastructure and footprint, and the opportunities that are available, Colorado is proceeding with a “cloud first” policy, mirroring the Federal government’s cloud policy.  To that end, Colorado is making a deliberate and explicit policy to “cloud first” services. The State will proceed with the presumption that new services, applications and major revisions to existing applications will be supported in a cloud based environment first, unless there are substantive reasons why they should be hosted on the State’s private infrastructure.",OIT Standards - Cloud First Policy 2012-13,"[u'oit', u'standard', u'standards', u'oit standards', u'technology']",File or Document,764.0,0.15313690118260173
Business,The Consumer Price Indexes (CPI) program produces monthly data on changes in the prices paid by urban consumers for a representative basket of goods and services.,Consumer Price Index,"[u'cdle', u'lmi', u'wid', u'consumers', u'price index']",Dataset,703.0,0.1409100020044097
K-12,"CSAP standardized testing school and district summary results for 2010 data. This report includes Math, Reading, Writing and Science subject results.",CSAP School And District Summary Results 2010,"[u'csap', u'standardized testing', u'education', u'k-12', u'2010']",Dataset,671.0,0.13449589096011225
Higher Education,The primary purpose of this file is to collect the most complete data possible about student aid awards for a fiscal year. Includes all students who are enrolled with a FAFSA on file and applied for or received aid.,CDHE - Financial Aid,"[u'cdhe', u'financial aid', u'fafsa', u'education', u'bic']",Dataset,667.0,0.13369412707957506
Health,This dataset ranks Colorado counties by health outcomes and factors for the year 2012.,2012 Health Outcomes And Factors Rankings,"[u'heath outcomes', u'health factors', u'2012']",Dataset,586.0,0.11745840849869714
State,"This strategic plan, known as Secure Colorado, is a three-year initiative focused on making strategic decisions and investments to protect the data Coloradans have entrusted to state government. Secure Colorado outlines the strategic goals and initiatives of the Colorado Information Security Program to safeguard the State’s information assets and assure the confidentiality, integrity, and availability of the information vital to achieve the State of Colorado’s mission.",Strategic Plan - Secure Colorado,"[u'secure', u'cyber', u'oit standards']",File or Document,579.0,0.11605532170775706
Higher Education,Current Enrollment refers to all students currently enrolled in courses awarding credit toward a degree or other formal award. The file is collected every semester from each public post­secondary education institution participating in SURDS.,CDHE - Enrollment,"[u'cdhe', u'enrollment', u'surds', u'gocode', u'bic']",Dataset,576.0,0.11545399879735418
Environment,"The Colorado Oil and Gas Conservation Commission (COGCC) WELLS shapefile consists of over 98,000 oil and gas well locations within the State of Colorado. The well point data represent permitted locations, most of which have been drilled and completed, or drilled and abandoned. Some permitted locations were never drilled; these locations are also included in the shapefile. Well IDs and other header information are provided as attributes. The COGCC is the official repository for Colorado's oil and gas information.",Colorado Oil and Gas Conservation Commission Wells and Permits,"[u'oil', u'gas', u'wells', u'permits']",External Link,569.0,0.11405091200641411
Public Safety,The reported arrests for 2012,Reported Arrests Agency Statistics 2012,"[u'reported arrests', u'2012', u'crime', u'agency statistics', u'arrests']",Dataset,562.0,0.11264782521547405
K-12,"CSAP standardized testing school and district summary results for 2008 data. This report includes Math, Reading, Writing and Science subject results.",CSAP School And District Summary Results 2008,"[u'csap', u'standardized testing', u'education', u'k-12', u'district results']",Dataset,545.0,0.10924032872319102
State,"The Mobile First Strategy will align State of Colorado Office of Information Technology (OIT) resources, designs, and applications around mobile platforms first, web browsers and other technology platforms secondly.",OIT Standards - Mobile First Strategy 2013,"[u'state', u'oit standards', u'information', u'technology', u'standards']",File or Document,541.0,0.10843856484265384
Human Services,Substance Use Disorder Treatment Providers  locations including types of treatments provided.,Substance Use Disorder Treatment Providers - Denver Metro OutPatient,"[u'cdhs', u'division of behavioral health', u'dbh']",Map,527.0,0.1056323912607737
Health,"Data sets from the Colorado Department of Public Health and Environment including: Birth, death, population estimates, behavioral risk factors, birth defect data, cancer incidence, pregnancy risk assessment, injury hospitalizations, environemental and other data.",Colorado Health Information DataSet (COHID),[],External Link,523.0,0.10483062738023652
State,Corrected Identifier Field in Youth Information box.  It will now accept a SSN format.,Consent Form 9 26 13,"[u'consent', u'form', u'consent form', u'confidentiality', u'ccyis']",File or Document,516.0,0.10342754058929646
State,"In accordance with §24-­‐37.5-­‐105(9), the State of Colorado Chief Technology Officer (CTO) adopts the following standard to guide the procurement and use of Mobile Devices for use in all applicable State of Colorado Applications. This Standard shall be titled “MobileDevices-­‐2012v1”.",OIT Standards - Mobile Devices-2012v1,"[u'mobile', u'device', u'management', u'cto', u'oit standards']",File or Document,508.0,0.1018240128282221
State,"The Compass: Enterprise Architecture 2011-2014 Technology Roadmap is a living document that will be reviewed on a quarterly basis and updated as necessary.  The goal of a living document is to obtain feedback from OIT agency partners and other functional area teams within the organization in an ongoing and collaborative way.  
The Chief Technology Officer (CTO) is the author primary author of The Compass: Enterprise Architecture 2011-2014 Technology Roadmap.  The CTO Enterprise Architecture (EA) Team will support the CTO in making quarterly updates,",OIT Standards - The Compass - Enterprise Architecture 2011-2014,"[u'oit technology standards', u'oit', u'technology standards', u'oit standards', u'roadmap']",File or Document,502.0,0.10062136700741632
Public Safety,The reported offenses in 2012,Reported Offenses Agency Statistics 2012,"[u'crime', u'offenses', u'reported offenses', u'2012', u'agency statistics']",Dataset,498.0,0.09981960312687914
K-12,"The Colorado State Assessment System is designed to measure Colorado student’s mastery of the Colorado’s academic content standards. In December of 2009 Colorado adopted revised academic content standards progressing from early school readiness to postsecondary competencies reflective of both workforce readiness and 21st century skills. In 2012 Colorado implemented the Transitional Colorado Assessment Program (TCAP) to reflect changes in the state adopted academic content standards and to provide information to teachers as they began incorporating the revised content standards in their daily instruction. The Transitional Colorado Assessment Program (TCAP) is Colorado’s standards-based assessment designed to provide a picture of student performance to schools, districts, educators, parents and the community. The primary purpose of the assessment program is to determine the level at which Colorado students meet the Colorado Model Content Standards in the content areas assessed. The TCAP is collaboratively developed by the Colorado Department of Education, the Colorado teaching community and CTB/McGraw-Hill.",2013 TCAP School and District Summary Results - Mathematics (Grades 3 - 10),"[u'department of education', u'2013', u'cde', u'assessment results', u'mathematics']",Dataset,467.0,0.09360593305271597
Legislative,A comprehensive list of all bills signed by Governor Hickenlooper from the 2013 Legislative Session.,2013 Signed Bills,"[u'bills', u'2013']",Dataset,465.0,0.09320505111244738
Public Safety,The reported arrests for 2012,2012 Reported Arrests Bar Chart Totals,"[u'reported arrests', u'2012', u'crime', u'agency statistics', u'arrests']",Chart,464.0,0.0930046101423131
Environment,LiDAR data acquired by FEMA after the 2013 flood in the front range and South Platte corridor is available in LAS and DEM format.,Post-flood LiDAR,[],External Link,459.0,0.09200240529164161
Human Services,"This schedule provides deployment release dates for CBMS.  Releases are categorized as minor or major.  Minor releases primarily address help desk tickets (depending on complexity).  Major releases typically include deployments of specific projects that introduce new functionality or changes to existing functionality.  Major releases could also include infrastructure or performance improvement changes.  
The specific content of each release is planned with the Program Areas (specifically HCPF and CDHS) and the State. The release information and dates are communicated in advance to the impacted counties.  This is to ensure coordination across entities and provide awareness prior to any system change.",CBMS - Release Dates,"[u'cbms', u'human services', u'release dates']",Dataset,450.0,0.09019843656043296
K-12,"The Colorado State Assessment System is designed to measure Colorado student’s mastery of the Colorado’s academic content standards. In December of 2009 Colorado adopted revised academic content standards progressing from early school readiness to postsecondary competencies reflective of both workforce readiness and 21st century skills. In 2012 Colorado implemented the Transitional Colorado Assessment Program (TCAP) to reflect changes in the state adopted academic content standards and to provide information to teachers as they began incorporating the revised content standards in their daily instruction.
The Transitional Colorado Assessment Program (TCAP) is Colorado’s standards-based assessment designed to provide a picture of student performance to schools, districts, educators, parents and the community. The primary purpose of the assessment program is to determine the level at which Colorado students meet the Colorado Model Content Standards in the content areas assessed. The TCAP is collaboratively developed by the Colorado Department of Education, the Colorado teaching community and CTB/McGraw-Hill.",2012 TCAP School and District Summary Results - Reading (Grades 3 - 10),"[u'department of education', u'2012', u'cde', u'reading', u'tcap']",Dataset,447.0,0.08959711365003006
State,The State of Colorado office of the Chief Technology Officer (CTO) adopts the this standard to guide the creation and utilization of Web Services for use in all applicable State Applications. This standard defines acceptable mobile application platforms for application development,OIT Standards - Mobile Applications Development,"[u'oit', u'mobile', u'standard', u'standards', u'oit standards']",File or Document,441.0,0.08839446782922429
Transportation,"Links and feeds for live traffic around Colorado, from the Colorado Department of Transportation: COTRIP Online Transportation Information System. Information is provided on current and projected traffic volumes, state highway attributes, summary roadway statistics, demographics and geographic data. This is the access point to information frequently used for transportation planning and project development.",Traffic Feeds in Colorado,"[u'bic', u'gocode', u'cdot', u'transportation', u'data feed']",External Link,439.0,0.0879935858889557
State,"In accordance with §24-37.5-105(9), the office of the State of Colorado Chief Technology Officer adopts the following standard to guide browser usage within the State’s Enterprise Applications. This standard shall be defined as ""Web Browsers 2012v1"".",OIT Standards - Web Browsers 2012v1,"[u'oit', u'standard', u'oit standards', u'web', u'browser']",File or Document,429.0,0.08598917618761275
Business,Information was extracted from the dr1002.pdf document and presented in a tabular format.  Please refer to the PDF for details on footnotes and additional information.,State-Collected City Sales Taxes,"[u'dor', u'tax rates', u'bic', u'gocode']",Dataset,418.0,0.0837843255161355
K-12,"CSAP standardized testing school and district summary results for 2011 data. This report includes Math, Reading, Writing and Science subject results.",CSAP School And District Summary Results 2011,"[u'csap', u'tcap', u'standardized testing', u'test results', u'2011']",Dataset,417.0,0.0835838845460012
Legislative,A Comprehensive list of all bills signed by Governor Hickenlooper the 2014 Legislative Session,2014 Signed Bills,"[u'bills', u'2014']",Dataset,407.0,0.08157947484465825
Health,"The Gallup-Healthways Well-Being Index is the first-ever daily assessment of U.S. residents' health and well-being. By interviewing at least 1,000 U.S. adults every day, the Well-Being Index provides real-time measurement and insights needed to improve health, increase productivity, and lower healthcare costs.
MANY CSV DATA SET FILES HERE
Public and private sector leaders use data on life evaluation, physical health, emotional health, healthy behavior, work environment, and basic access to develop and prioritize strategies to help their communities thrive and grow. Journalists, academics, and medical experts benefit from this unprecedented resource of health statistics and behavioral economic data to inform their research and reporting.",Well Being Index,"[u'health', u'well-being']",External Link,402.0,0.08057726999398677
Transportation,Multiple year traffic counts from a variety of points in the DRCOG region,Regional Traffic Counts,"[u'linear referencing system', u'roads', u'transportation']",External Link,395.0,0.0791741832030467
,,Catalog,[],Dataset,390.0,0.07817197835237523
Health,"This dataset provides the location of health care service providers around the State of Colorado where the Colorado Telehealth Network (CTN) has installed new communications technology that will enable patients, providers and payers to improve the quality of care, reduce costs and increase access for health care services. By connecting patients and providers on a high speed and secure statewide private broadband network, the CTN provides increased access to educational, business process and clinical care products.",Map of Colorado Telehealth Network Locations,[u'telehealth'],Map,389.0,0.07797153738224093
Public Safety,The reported arrests for 2012,Total Number of Arrests by location (2012),"[u'reported arrests', u'2012', u'crime', u'agency statistics', u'arrests']",Filtered View,380.0,0.07616756865103227
Municipal,Municipal boundaries of the DRCOG area.,Municipal Boundaries (2012),"[u'city', u'town', u'boundary', u'boundaries']",External Link,380.0,0.07616756865103227
Business,Information was extracted from the dr1002.pdf document and presented in a tabular format.  Please refer to the PDF for details on footnotes and additional information.,Colorado Use Tax Rates,"[u'dor', u'tax rates', u'bic', u'gocode']",Dataset,378.0,0.07576668671076368
Health,"Medical Marijuana Registry Program Update by County as of January 31, 2014",Medical Marijuana Statistics - County Information,"[u'colorado department of public health & environment', u'medical marijuana', u'patients', u'registry']",Dataset,376.0,0.07536580477049509
Economic Growth,"A comprehensive online search tool enables businesses to select locations throughout Colorado. We are expecting between 3-5,000 searches for available property each month. While the Denver Metro area’s available properties are well represented due to our partnership with Xceligent and the commercial brokers who use their listing service, we need help from economic developers throughout the state to populate the database with all available commercial property. By adding listings in your community to the statewide database, you are promoting your area and your assets on a much larger level.",Colorado InSite,[],External Link,371.0,0.07436359991982361
Telecommunications,"This data set represents broadband coverage across the state of Colorado. It is developed by the CO Broadband Data and Development Program (CBDDP) within OIT for the broadband mapping grant from the National Telecommunications and Information Administration (NTIA) through the State Broadband Initiative (SBI). It contains several layers reflecting the methods of reporting coverage required by the NTIA. The NTIA requires census block less than 2 sq. mi. to have information about the service available in the block, including service provider, speed and technology platform. In block larger than 2 sq. mi. broadband service is shown on roads within that block. The data set also includes ""Community Anchor Institutions"" (CAIs) and their broadband service. The data is compiled by asking broadband service providers about their service. In addition, the CAIs provide their service information to OIT directly.",Colorado Broadband Availability,[u'broadband'],External Link,367.0,0.07356183603928643
Demographics,This dataset contains data on the actual and projected population by gender and age from 1990-2040.,Population Colorado,"[u'dola', u'population projection', u'projections', u'estimate', u'state demography office']",Filtered View,366.0,0.07336139506915214
Health,"Data repository to find basic facts, roll over counties on the map of a county to get a full profile with demographics, health coverage, and health workforce information, info for how to use the data etc.",Colorado Health Institute Data Repository,"[u'county', u'health insurance', u'health', u'demographic', u'health coverage']",External Link,353.0,0.07075566245740629
Public Safety,Link to the Colorado Office of Emergency Management home page,2013 Flood Information - Colorado Office of Emergency Management,[],External Link,350.0,0.07015433954700341
Nonprofit Data,"IRS subsection under which charities are exempt. The Colorado office of the Secretary of State Division of Charity registers charitable organizations that solicit contributions in Colorado and their professional fundraisers. A charitable organization is a type of non-profit organization (NPO) that centers on philanthropic goals as well as social well-being (educational, religious, other activities serving the public interest or common good). Search for “sos-csi” for all other charities related datasets.",IRS Tax Exempt Subsections,"[u'sos', u'sos-csi', u'charitable solicitation', u'charity', u'fundraising']",Dataset,343.0,0.06875125275606334
Human Services,Substance Use Disorder Treatment Providers  locations including types of treatments provided.,Substance Use Disorder Treatment Providers,"[u'cdhs', u'division of behavioral health', u'dbh']",Dataset,342.0,0.06855081178592905
Demographics,The State Demography Office has produced an update to its population estimates and forecasts to incorporate the recently released 2010 Census count population totals. The single year of age forecasts by county by gender for Colorado for the years 1990-2040.,Total Population by County by Year,"[u'dola', u'population projection', u'projections', u'estimate', u'state demography office']",Filtered View,341.0,0.06835037081579474
Demographics,"Census Data is collected every 10 years by mail surveys to every household with primary data collection fields of population, gender, race and number of occupants. Additional data related to households, economy, employment, occupation, as well as occupancy and building structure data is generalized from samples of a subset of the population.",Census Counties 2010,"[u'colorado', u'bic', u'dola', u'state demography office', u'blocks']",Map,340.0,0.06814992984566046
,"This application is the site for delivery of elevation, imagery and other spatial data owned by state and local agencies.",Colorado GeoData Cache,[],External Link,338.0,0.06774904790539187
Nonprofit Data,"Solicitation Notices are documents registered document solicitations of funds for non-profit organizations, specifically charities. Solicitation Notices features include the filing type, document id, amendment entity id, the solicitation approved date, payment processing date, the beginning and ending dates of the campaign, the charity officer’s name and date of signature, the custody of contribution and financial records, the contract beginning and end date, minimum percentage of gross receipts remitted, minimum percentage of sales remitted, campaign purpose, respective obligations and name of up to three contract signatories. The Colorado office of the Secretary of State Division of Charity registers charitable organizations that solicit contributions in Colorado and their professional fundraisers. A charitable organization is a type of non-profit organization (NPO) that centers on philanthropic goals as well as social well-being (educational, religious, other activities serving the public interest or common good). Search for “sos-csi” for all other charities related datasets.",Solicitation Notices,"[u'sos', u'sos-csi', u'charitable solicitation', u'charity', u'fundraising']",Dataset,338.0,0.06774904790539187
Water,Current streamflow conditions,DWR Current Surface Water Conditions Map (Stream only),[],Map,335.0,0.06714772499498897
Agriculture,Farmers' Markets in Colorado 2014,Farmers' Markets For 2014,"[u'farmers market', u'agriculture']",Dataset,334.0,0.06694728402485468
State,"In accordance with §24-37.5-105(9), the office of the Chief Technology Officer (CTO)  has adopted  a Web Services standard to guide the creation and utilization of Web Services for use in all applicable State Applications. This Standard shall be titled “Web Services-2012v1”.",OIT Standards - Web Services 2012v1,"[u'oit', u'standard', u'oit standards', u'web', u'services']",File or Document,333.0,0.06674684305472038
Tax Data,The values and taxes by acct as certified to the Treasurer by the Assessor.,Tax Roll,[u'tax'],Dataset,329.0,0.0659450791741832
Water,Division of Water Resources (DWR) Active Calls.  The Call is a term used by the state engineer to effectively communicate the administrative status of the natural stream.  The Call communicates the priority required during a specified period of time for a water right located within a specific stream or stream segment to divert under the Prior Appropriation Doctrine.  The basic purpose of the Call is to “call out” water rights that are not in priority in order to make water available to the senior water right that is diverting less than its decreed amount of water that it could beneficially use.,DWR Div 1 Points of Interest,"[u'gocode', u'river call', u'river administration']",Map,328.0,0.06574463820404891
K-12,"The Colorado State Assessment System is designed to measure Colorado student’s mastery of the Colorado’s academic content standards. In December of 2009 Colorado adopted revised academic content standards progressing from early school readiness to postsecondary competencies reflective of both workforce readiness and 21st century skills. In 2012 Colorado implemented the Transitional Colorado Assessment Program (TCAP) to reflect changes in the state adopted academic content standards and to provide information to teachers as they began incorporating the revised content standards in their daily instruction.
The Transitional Colorado Assessment Program (TCAP) is Colorado’s standards-based assessment designed to provide a picture of student performance to schools, districts, educators, parents and the community. The primary purpose of the assessment program is to determine the level at which Colorado students meet the Colorado Model Content Standards in the content areas assessed. The TCAP is collaboratively developed by the Colorado Department of Education, the Colorado teaching community and CTB/McGraw-Hill.",2012 TCAP School and District Summary Results - Writing (Grades 3 - 10),"[u'department of education', u'2012', u'cde', u'writing', u'tcap']",Dataset,321.0,0.06434155141310884
K-12,"The Colorado State Assessment System is designed to measure Colorado student’s mastery of the Colorado’s academic content standards. In December of 2009 Colorado adopted revised academic content standards progressing from early school readiness to postsecondary competencies reflective of both workforce readiness and 21st century skills. In 2012 Colorado implemented the Transitional Colorado Assessment Program (TCAP) to reflect changes in the state adopted academic content standards and to provide information to teachers as they began incorporating the revised content standards in their daily instruction. The Transitional Colorado Assessment Program (TCAP) is Colorado’s standards-based assessment designed to provide a picture of student performance to schools, districts, educators, parents and the community. The primary purpose of the assessment program is to determine the level at which Colorado students meet the Colorado Model Content Standards in the content areas assessed. The TCAP is collaboratively developed by the Colorado Department of Education, the Colorado teaching community and CTB/McGraw-Hill.","2013 TCAP School and District Summary Results - Science (Grades 5, 8, 10)","[u'department of education', u'2013', u'cde', u'assessment results', u'science']",Dataset,320.0,0.06414111044297455
Municipal,The State Demography Office has produced a boundaries file for Colorado Municipalities. This file will be updated as future annexations and other relevant geographical changes occur.,Colorado Municipal Boundaries,"[u'dola', u'state demography office', u'municipal boundaries', u'statewide city boundaries', u'cities']",Map,308.0,0.061735818801363
Health,"Collection of health indicator data categorized by topic, geography, and initiative.
For developers, the HIW provides access to the underlying data through the use of an Application Programming Interface (API) which is designed to present information to systems with disparate architectures and underlying technologies.",Health Indicators Warehouse,"[u'health', u'indicators']",External Link,305.0,0.061134495890960115
Human Services,Useful information about the locations of social services from the Colorado Department of Human Services within the State of Colorado.,"Colorado Counties With Population Under 1,000",[u'social services'],Filtered View,304.0,0.06093405492082582
Tax Data,Principal balances unpaid on tax liens held by tax buyer and for lien held by the county.  The data includes the interest rates and dates for the liens and subsequent years were purchased.,Tax Liens,"[u'liens', u'property']",Dataset,302.0,0.06053317298055723
